Tradename,License Number,Street Address,UBI,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateIssued,DayPhone,ManuallyCleaned,Source,slug,scrape,wmsite,address,city,email,street,st,dispensaryname,med_rec,zipcode,Wmaps_ManuallyCleaned,Wmaps_Source
MARIJUANA MART,420400,530 7TH AVE STE D,6030000000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-02,3607891364,0,0,marijuana-mart-2,215.0,https://weedmaps.com/dispensaries/marijuana-mart-2,"530 7th Ave Suite D, Longview, Wa 98632",Longview,INFO@MARIJUANAMARTWA.COM,530 7th Ave Suite D,WA,MARIJUANA MART LONGVIEW,recreational,98632,0.0,
MARIJUANA MART,420400,530 7TH AVE STE D,6030000000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-02,3607891364,0,0,marijuana-mart-2,227.0,https://weedmaps.com/dispensaries/marijuana-mart-2,"530 7th Ave Suite D, Longview, Wa 98632",Longview,INFO@MARIJUANAMARTWA.COM,530 7th Ave Suite D,WA,MARIJUANA MART LONGVIEW,recreational,98632,0.0,
MARIJUANA MART,420400,530 7TH AVE STE D,6030000000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-02,3607891364,0,0,marijuana-mart-2,242.0,https://weedmaps.com/dispensaries/marijuana-mart-2,"530 7th Ave Suite D, Longview, Wa 98632",Longview,INFO@MARIJUANAMARTWA.COM,530 7th Ave Suite D,WA,MARIJUANA MART LONGVIEW,recreational,98632,0.0,
MARIJUANA MART,420400,530 7TH AVE STE D,6030000000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-02,3607891364,0,0,marijuana-mart-2,245.0,https://weedmaps.com/dispensaries/marijuana-mart-2,"530 7th Ave Suite D,Longview,Washington 98632",Longview,INFO@MARIJUANAMARTWA.COM,530 7th Ave Suite D,WA,MARIJUANA MART LONGVIEW,recreational,98632,0.0,
MARIJUANA MART,422450,405 E UNION ST,6030000000000000.0,,CENTRALIA               ,WA,LEWIS,98531-3759,MARIJUANA RETAILER,PENDING (ISSUED),2019-12-06,3607891364,0,0,,,,,,,,,,,,,
MARIJUANA MART,428846,6230 197TH SW AVE,6030000000000000.0,,ROCHESTER               ,WA,THURSTON,98579-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-11-19,3608587188,0,0,,,,,,,,,,,,,
MARLEY 420,420889,16204 SE 272ND ST,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,2067147733,0,0,marley-420-recreational-marijuana,154.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,2067147733,0,0,marley-420-recreational-marijuana,184.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,2067147733,0,0,marley-420-recreational-marijuana,215.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,2067147733,0,0,marley-420-recreational-marijuana,227.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,2067147733,0,0,marley-420-recreational-marijuana,242.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,2067147733,0,0,marley-420-recreational-marijuana,245.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St,Covington,Washington 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST  STE 1,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-24,2067147733,0,0,marley-420-recreational-marijuana,154.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST  STE 1,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-24,2067147733,0,0,marley-420-recreational-marijuana,184.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST  STE 1,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-24,2067147733,0,0,marley-420-recreational-marijuana,215.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST  STE 1,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-24,2067147733,0,0,marley-420-recreational-marijuana,227.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST  STE 1,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-24,2067147733,0,0,marley-420-recreational-marijuana,242.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St, Covington, WA 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARLEY 420,420889,16204 SE 272ND ST  STE 1,6030000000000000.0,STE 1                    ,COVINGTON               ,WA,KING,98042-8213,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-24,2067147733,0,0,marley-420-recreational-marijuana,245.0,https://weedmaps.com/dispensaries/marley-420-recreational-marijuana,"16204 SE 272nd St,Covington,Washington 98042",Covington,MARLEY777@COMCAST.NET,16204 SE 272nd St,WA,MARLEY 420 COVINGTON,recreational,98042,0.0,
MARPROD,416921,15406 SE LAKE MONEYSMITH RD,6033560000000000.0,STE A                    ,AUBURN                  ,WA,KING,98092-5286,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-04-27,8433245119,0,0,,,,,,,,,,,,,
MARPROD,417099,1199 W CUNNINGHAM RD,6033560000000000.0,PARCEL 14                ,OTHELLO                 ,WA,ADAMS,99344-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-13,8433245119,0,0,,,,,,,,,,,,,
MARPROD,417100,1199 W CUNNINGHAM RD 17G,6033560000000000.0,STE 17-G                 ,OTHELLO                 ,WA,ADAMS,99344-0000,MARIJUANA PRODUCER TIER 3,CLOSED (PERMANENT),2017-04-19,8433245119,0,0,,,,,,,,,,,,,
MARPROD,424786,362 MICHEL LANE,6033560000000000.0,,OTHELLO                 ,WA,ADAMS,99344-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-04-19,8433245119,0,0,,,,,,,,,,,,,
MARY JANE,415652,13513 NE 126TH PL SUITE C,6030000000000000.0,,KIRKLAND                ,WA,KING,98034-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-27,4252996565,0,0,mary-jane-2,154.0,https://weedmaps.com/dispensaries/mary-jane-2,"13513 NE 126th Pl., Kirkland, WA 98034",Kirkland,SIERRA@MARYJANEWA.COM,13513 NE 126th Pl.,WA,MARY JANE,recreational,98034,0.0,
MARY JANE,415652,13513 NE 126TH PL SUITE C,6030000000000000.0,,KIRKLAND                ,WA,KING,98034-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-27,4252996565,0,0,mary-jane-2,184.0,https://weedmaps.com/dispensaries/mary-jane-2,"13513 NE 126th Pl., Kirkland, WA 98034",Kirkland,SIERRA@MARYJANEWA.COM,13513 NE 126th Pl.,WA,MARY JANE,recreational,98034,0.0,
MARY JANE,415652,13513 NE 126TH PL SUITE C,6030000000000000.0,,KIRKLAND                ,WA,KING,98034-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-27,4252996565,0,0,mary-jane-2,215.0,https://weedmaps.com/dispensaries/mary-jane-2,"13513 NE 126th Pl., Kirkland, WA 98034",Kirkland,SIERRA@MARYJANEWA.COM,13513 NE 126th Pl.,WA,MARY JANE,recreational,98034,0.0,
MARY JANE,415652,13513 NE 126TH PL SUITE C,6030000000000000.0,,KIRKLAND                ,WA,KING,98034-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-27,4252996565,0,0,mary-jane-2,227.0,https://weedmaps.com/dispensaries/mary-jane-2,"13513 NE 126th Pl., Kirkland, WA 98034",Kirkland,INFO@MARYJANEKIRKLAND.COM,13513 NE 126th Pl.,WA,MARY JANE,recreational,98034,0.0,
MARY JANE,415652,13513 NE 126TH PL SUITE C,6030000000000000.0,,KIRKLAND                ,WA,KING,98034-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-27,4252996565,0,0,mary-jane-2,242.0,https://weedmaps.com/dispensaries/mary-jane-2,"13513 NE 126th Pl., Kirkland, WA 98034",Kirkland,INFO@MARYJANEKIRKLAND.COM,13513 NE 126th Pl.,WA,MARY JANE,recreational,98034,0.0,
MARY JANE,415652,13513 NE 126TH PL SUITE C,6030000000000000.0,,KIRKLAND                ,WA,KING,98034-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-27,4252996565,0,0,mary-jane-2,245.0,https://weedmaps.com/dispensaries/mary-jane-2,"13513 NE 126th Pl.,Kirkland,Washington 98034",Kirkland,INFO@MARYJANEKIRKLAND.COM,13513 NE 126th Pl.,WA,MARY JANE,recreational,98034,0.0,
MARY JANE,416459,49 BAILEY LOOP RD,6033590000000000.0,,GOLDENDALE              ,WA,KLICKITAT,98620-0000,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2016-12-05,5094698226,0,0,,,,,,,,,,,,,
MARY JANE'S,414864,1037 W MARINA DR,6030000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-07,5099893639,0,0,mary-jane-s,154.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANE'S,414864,1037 W MARINA DR,6030000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-07,5099893639,0,0,mary-jane-s,184.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANE'S,414864,1037 W MARINA DR,6030000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-07,5099893639,0,0,mary-jane-s,215.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANE'S,414864,1037 W MARINA DR,6030000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-07,5099893639,0,0,mary-jane-s,227.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANE'S,414864,1037 W MARINA DR,6030000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-07,5099893639,0,0,mary-jane-s,242.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANE'S,414864,1037 W MARINA DR,6030000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-07,5099893639,0,0,mary-jane-s,245.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr.,Moses Lake, Washington 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANE'S,417646,2829 N MARKET ST,6040000000000000.0,,SPOKANE                 ,WA,SPOKANE,99207-5553,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,,,,,,,,,,,,,
MARY JANE'S HOUSE OF GRASS,422158,8312 E MILL PLAIN BLVD,6030000000000000.0,,VANCOUVER               ,WA,CLARK,98664-2007,MARIJUANA RETAILER,PENDING (ISSUED),2017-05-31,3603357823,0,0,mary-jane-s-house-of-grass,154.0,https://weedmaps.com/dispensaries/mary-jane-s-house-of-grass,"8312 E Mill Plain Blvd., Vancouver, WA 98664",Vancouver,HELLO@MJHOUSEOFGRASS.COM,8312 E Mill Plain Blvd.,WA,MARY JANES HOUSE OF GRASS,recreational,98664,0.0,
MARY JANE'S HOUSE OF GRASS,422158,8312 E MILL PLAIN BLVD,6030000000000000.0,,VANCOUVER               ,WA,CLARK,98664-2007,MARIJUANA RETAILER,PENDING (ISSUED),2017-05-31,3603357823,0,0,mary-jane-s-house-of-grass,184.0,https://weedmaps.com/dispensaries/mary-jane-s-house-of-grass,"8312 E Mill Plain Blvd., Vancouver, WA 98664",Vancouver,HELLO@MJHOUSEOFGRASS.COM,8312 E Mill Plain Blvd.,WA,MARY JANES HOUSE OF GRASS,recreational,98664,0.0,
MARY JANE'S HOUSE OF GRASS,422158,8312 E MILL PLAIN BLVD,6030000000000000.0,,VANCOUVER               ,WA,CLARK,98664-2007,MARIJUANA RETAILER,PENDING (ISSUED),2017-05-31,3603357823,0,0,mary-jane-s-house-of-grass,215.0,https://weedmaps.com/dispensaries/mary-jane-s-house-of-grass,"8312 E Mill Plain Blvd., Vancouver, WA 98664",Vancouver,HELLO@MJHOUSEOFGRASS.COM,8312 E Mill Plain Blvd.,WA,MARY JANES HOUSE OF GRASS,recreational,98664,0.0,
MARY JANE'S HOUSE OF GRASS,422158,8312 E MILL PLAIN BLVD,6030000000000000.0,,VANCOUVER               ,WA,CLARK,98664-2007,MARIJUANA RETAILER,PENDING (ISSUED),2017-05-31,3603357823,0,0,mary-jane-s-house-of-grass,227.0,https://weedmaps.com/dispensaries/mary-jane-s-house-of-grass,"8312 E Mill Plain Blvd., Vancouver, WA 98664",Vancouver,HELLO@MJHOUSEOFGRASS.COM,8312 E Mill Plain Blvd.,WA,MARY JANES HOUSE OF GRASS,recreational,98664,0.0,
MARY JANE'S HOUSE OF GRASS,422158,8312 E MILL PLAIN BLVD,6030000000000000.0,,VANCOUVER               ,WA,CLARK,98664-2007,MARIJUANA RETAILER,PENDING (ISSUED),2017-05-31,3603357823,0,0,mary-jane-s-house-of-grass,242.0,https://weedmaps.com/dispensaries/mary-jane-s-house-of-grass,"8312 E Mill Plain Blvd., Vancouver, WA 98664",Vancouver,HELLO@MJHOUSEOFGRASS.COM,8312 E Mill Plain Blvd.,WA,MARY JANES HOUSE OF GRASS,recreational,98664,0.0,
MARY JANE'S HOUSE OF MARIJUANA,413844,245 6TH ST,6030000000000000.0,,WASHOUGAL               ,WA,CLARK,98671-2123,MARIJUANA RETAILER,PENDING (NOT ISSUED),2013-12-20,3609312169,0,0,,,,,,,,,,,,,
MARY JANE'S HOUSE OF MARIJUANA,413844,RETAIL TITLE CERTIFICATE,6030000000000000.0,,WASHOUGAL               ,WA,CLARK,98671-2123,MARIJUANA RETAILER,CLOSED (PERMANENT),2020-01-10,3609312169,0,0,,,,,,,,,,,,,
MARY JANECO,416738,13533 ODELL RD NE STE B,6033580000000000.0,,DUVALL                  ,WA,KING,98019-7323,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-11-30,6199770571,0,0,,,,,,,,,,,,,
MARY JANECO,419820,1144 29TH ST NW STE 102,6033580000000000.0,,AUBURN                  ,WA,KING,98001-2465,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-01-23,2534862209,0,0,,,,,,,,,,,,,
MARY JANES,414864,1037 W MARINA DR,6040000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-2635,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,mary-jane-s,154.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANES,414864,1037 W MARINA DR,6040000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-2635,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,mary-jane-s,184.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANES,414864,1037 W MARINA DR,6040000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-2635,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,mary-jane-s,215.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANES,414864,1037 W MARINA DR,6040000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-2635,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,mary-jane-s,227.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANES,414864,1037 W MARINA DR,6040000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-2635,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,mary-jane-s,242.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr., Moses Lake, Wa 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JANES,414864,1037 W MARINA DR,6040000000000000.0,,MOSES LAKE              ,WA,GRANT,98837-2635,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-30,5098554485,0,0,mary-jane-s,245.0,https://weedmaps.com/dispensaries/mary-jane-s,"1037 W. Marina Dr.,Moses Lake, Washington 98837",Moses Lake,MARYJANE.4YOU@YAHOO.COM,1037 W. Marina Dr.,WA,MARY JANES,recreational,98837,0.0,
MARY JEAN'S GREENS,424257,10611 CANYON RD E,6030000000000000.0,,PUYALLUP                ,WA,PIERCE,98373-4256,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-07-07,2537405648,0,0,,,,,,,,,,,,,
MARY MART,415037,3005 6TH AVE STE B,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6202,MARIJUANA RETAILER,CLOSED (PERMANENT),2017-01-12,2533271675,0,0,mary-mart,101.0,http://weedmaps.com/dispensaries/mary-mart,"3005 6th Ave. STE B, Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3005 6th Ave. STE B,WA,MARY MART,recreational,98406,0.0,
MARY MART,415037,3005 6TH AVE STE B,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6202,MARIJUANA RETAILER,CLOSED (PERMANENT),2017-01-12,2533271675,0,0,mary-mart,127.0,http://weedmaps.com/dispensaries/mary-mart,"3005 6th Ave. STE B, Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3005 6th Ave. STE B,WA,MARY MART,recreational,98406,0.0,
MARY MART,415037,3005 6TH AVE STE B,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6202,MARIJUANA RETAILER,CLOSED (PERMANENT),2017-01-12,2533271675,0,0,mary-mart,154.0,https://weedmaps.com/dispensaries/mary-mart,"3005 6th Ave. STE B, Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3005 6th Ave. STE B,WA,MARY MART,recreational,98406,0.0,
MARY MART,424311,3002 6TH AVE STE 100,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-06-30,2539614231,0,0,mary-mart,184.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART,424311,3002 6TH AVE STE 100,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-06-30,2539614231,0,0,mary-mart,215.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART,424311,3002 6TH AVE STE 100,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-06-30,2539614231,0,0,mary-mart,227.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART,424311,3002 6TH AVE STE 100,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-06-30,2539614231,0,0,mary-mart,242.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART INC,424311,3002 6TH AVE STE 100,6040000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-16,2539614231,0,0,mary-mart,184.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART INC,424311,3002 6TH AVE STE 100,6040000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-16,2539614231,0,0,mary-mart,215.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART INC,424311,3002 6TH AVE STE 100,6040000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-16,2539614231,0,0,mary-mart,227.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY MART INC,424311,3002 6TH AVE STE 100,6040000000000000.0,,TACOMA                  ,WA,PIERCE,98406-6203,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-16,2539614231,0,0,mary-mart,242.0,https://weedmaps.com/dispensaries/mary-mart,"3002 6th Ave., Tacoma, WA 98406",Tacoma,253MARYMART@GMAIL.COM,3002 6th Ave.,WA,MARY MART,recreational,98406,0.0,
MARY'S FINEST MARIJUANA,415325,12230 AURORA AVE N STE B,6030000000000000.0,,SEATTLE                 ,WA,KING,98133-8033,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-06-14,7862465027,0,0,,,,,,,,,,,,,
MARYHILL SUNSHINE,412782,125 MARYHILL HWY,6035440000000000.0,,GOLDENDALE              ,WA,KLICKITAT,98620-4604,MARIJUANA PRODUCER TIER 3,PENDING (ISSUED),2017-01-27,5092503237,0,0,,,,,,,,,,,,,
MAS FARMS,414232,19003 SE 416TH ST  STE A,6033730000000000.0,,ENUMCLAW                ,WA,KING,98022-9135,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-01-26,2533352521,0,0,,,,,,,,,,,,,
MAX GREEN,416350,2307 E SPRAGUE AVE,6032780000000000.0,,SPOKANE                 ,WA,SPOKANE,99202-3932,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-01-09,5094752335,0,0,,,,,,,,,,,,,
MAYFLOWER PARTNERS,417311,311 E EXPORT RD,6034420000000000.0,,SHELTON                 ,WA,MASON,98584-8559,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2017-07-25,4152791780,0,0,,,,,,,,,,,,,
MBER CORP,422897,21635 PACIFIC HWY S STE C,6030000000000000.0,,DES MOINES              ,WA,KING,98198-7703,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-05,2063559355,0,0,,,,,,,,,,,,,
MBER CORP,422974,1520 STURGUS AVE S APT A,6030000000000000.0,,SEATTLE                 ,WA,KING,98144-3520,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-06,2063559355,0,0,,,,,,,,,,,,,
