License Number,Date,"Activity"" ",City Name,County Name
413555,04/17/2014 12:00:00 AM,Marijuana Applicant Site Verification,MILLWOOD,SPOKANE
417511,02/21/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,ISLAND
413372,04/25/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
421616,05/25/2017 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
412144,04/16/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414418,12/19/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
412494,01/13/2017 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
416689,08/01/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
421918,01/19/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
415575,07/27/2015 12:00:00 AM,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
413798,09/16/2015 12:00:00 AM,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
416089,07/06/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413870,06/28/2016 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
412544,06/02/2015 12:00:00 AM,Marijuana Premises Check,LYMAN,SKAGIT
414829,01/11/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
421652,08/16/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,ANACORTES,SKAGIT
415998,10/20/2015 12:00:00 AM,Marijuana Premises Check,BATTLE GROUND,CLARK
415914,02/27/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
422448,10/12/2016 12:00:00 AM,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
413358,10/21/2015 12:00:00 AM,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
416888,07/26/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
415645,08/14/2014 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
413529,12/16/2015 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
421490,05/01/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412653,11/25/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
421350,08/08/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
411970,05/02/2017 12:00:00 AM,Marijuana Premises Check,COLVILLE,STEVENS
415507,08/24/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
412860,11/20/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
412246,03/11/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413727,08/10/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,ISLAND
414656,02/12/2016 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
415470,04/24/2017 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
414292,03/17/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,GOLDENDALE,KLICKITAT
416957,04/25/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
422954,02/09/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
424257,04/12/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
412971,05/07/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
410798,05/29/2015 12:00:00 AM,Marijuana Compliance Check-no Sale,SPOKANE (CITY),SPOKANE
412439,07/21/2015 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414664,09/04/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
419740,03/23/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414871,01/20/2017 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
413481,02/05/2015 12:00:00 AM,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
413481,02/05/2015 12:00:00 AM,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
353260,06/12/2015 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,JEFFERSON
414970,01/30/2017 12:00:00 AM,Marijuana Premises Check,BATTLE GROUND,CLARK
414855,04/05/2014 12:00:00 AM,Marijuana Applicant Site Verification,EVERETT,SNOHOMISH
413773,03/30/2017 12:00:00 AM,Marijuana Premises Check,UNION GAP,YAKIMA
416055,05/04/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
086823,03/31/2017 12:00:00 AM,Marijuana Premises Check,PORT ANGELES,CLALLAM
412754,12/16/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
412490,03/07/2017 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
417794,11/15/2014 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,BENTON
421813,04/27/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
354876,02/16/2017 12:00:00 AM,Marijuana Premises Check,YAKIMA,YAKIMA
415812,03/30/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415449,04/10/2017 12:00:00 AM,Marijuana Premises Check,LACEY,THURSTON
412869,01/23/2017 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
412538,10/22/2014 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413806,07/29/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413843,05/15/2015 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
414550,07/30/2015 12:00:00 AM,Marijuana Applicant Site Verification,PORT ORCHARD,KITSAP
413319,03/22/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413319,03/22/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413732,09/04/2015 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
412141,10/19/2015 12:00:00 AM,Marijuana Premises Check,LONGVIEW,COWLITZ
415885,08/23/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
421900,05/21/2016 12:00:00 AM,Marijuana Premises Check,CHEHALIS,LEWIS
414664,04/08/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SPOKANE
412820,04/15/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413374,03/04/2016 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
415410,03/22/2017 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
413848,04/11/2016 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
416043,05/16/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
413940,05/27/2015 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413940,05/27/2015 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413843,10/10/2014 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
415796,02/01/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
416479,03/30/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
414418,03/25/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
414418,03/25/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
421335,08/18/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415343,04/07/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
414065,07/16/2015 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
414042,12/03/2014 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412266,04/02/2014 12:00:00 AM,Marijuana Applicant Site Verification,UNINCORPORATED AREAS,ADAMS
421084,04/29/2016 12:00:00 AM,Marijuana Premises Check,ARLINGTON,SNOHOMISH
413930,05/20/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,CLALLAM
421918,11/08/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
412155,09/24/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
416665,01/10/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413737,10/06/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414103,04/27/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414295,08/10/2016 12:00:00 AM,Marijuana Premises Check,DES MOINES,KING
414841,03/23/2016 12:00:00 AM,Marijuana Premises Check,RENTON,KING
082587,01/10/2017 12:00:00 AM,Marijuana Premises Check,MILLWOOD,SPOKANE
413809,03/16/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
416931,04/22/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415732,03/08/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413544,02/16/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
421737,11/09/2016 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
421114,02/08/2017 12:00:00 AM,Marijuana Applicant Site Verification,CAMAS,CLARK
413940,04/20/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
082587,11/16/2016 12:00:00 AM,Marijuana Premises Check,MILLWOOD,SPOKANE
414755,03/16/2015 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
422073,12/20/2016 12:00:00 AM,Marijuana Premises Check,PORT ORCHARD,KITSAP
414893,03/14/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
415847,12/29/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
412169,04/07/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KLICKITAT
414449,12/08/2015 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
412097,08/22/2016 12:00:00 AM,Marijuana Premises Check,LONGVIEW,COWLITZ
415010,05/23/2017 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
415410,08/18/2015 12:00:00 AM,Marijuana Premises Check,BUCKLEY,PIERCE
363228,06/23/2016 12:00:00 AM,Marijuana Premises Check,DEER PARK,SPOKANE
412069,07/31/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413366,11/19/2016 12:00:00 AM,Marijuana Premises Check,EPHRATA,GRANT
413069,01/04/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413374,10/19/2015 12:00:00 AM,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
413390,08/09/2016 12:00:00 AM,Marijuana Premises Check,BELLEVUE,KING
413802,02/21/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,TUMWATER,THURSTON
415203,01/10/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
421650,05/12/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,EDMONDS,SNOHOMISH
412217,04/16/2015 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413558,04/28/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413843,04/13/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
414491,04/26/2017 12:00:00 AM,Marijuana Premises Check,COVINGTON,KING
421577,10/26/2016 12:00:00 AM,Marijuana Premises Check,REDMOND,KING
421359,05/25/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
410332,03/16/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
421632,04/11/2016 12:00:00 AM,Marijuana Premises Check,LACEY,THURSTON
415124,06/09/2015 12:00:00 AM,Marijuana Premises Check,SOUTH BEND,PACIFIC
412865,09/29/2016 12:00:00 AM,Marijuana Premises Check,BRIDGEPORT,DOUGLAS
421490,04/17/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,THURSTON
415406,02/06/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414963,07/20/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,LACEY,THURSTON
413289,11/28/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414656,08/14/2015 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
413541,03/26/2015 12:00:00 AM,Marijuana Premises Check,PORT ORCHARD,KITSAP
422336,02/08/2017 12:00:00 AM,Marijuana Premises Check,YAKIMA,YAKIMA
417880,04/06/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,PORT ORCHARD,KITSAP
413357,05/06/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
421069,02/21/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,OLYMPIA,THURSTON
422579,01/26/2017 12:00:00 AM,Marijuana Premises Check,LYNNWOOD,SNOHOMISH
420123,03/31/2017 12:00:00 AM,Marijuana Premises Check,FORKS,CLALLAM
415343,05/09/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
413481,07/02/2014 12:00:00 AM,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
078001,10/06/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413481,12/22/2015 12:00:00 AM,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
415234,04/24/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
415488,10/30/2015 12:00:00 AM,Marijuana Premises Check,HOQUIAM,GRAYS HARBOR
422504,11/17/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,CHENEY,SPOKANE
414470,04/12/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNION GAP,YAKIMA
421737,10/26/2016 12:00:00 AM,Marijuana Applicant Site Verification,TACOMA,PIERCE
415531,01/17/2017 12:00:00 AM,Marijuana Premises Check,MOUNT VERNON,SKAGIT
413358,02/27/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
421789,06/14/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
415534,12/17/2014 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
414740,12/02/2015 12:00:00 AM,Marijuana Premises Check,OMAK,OKANOGAN
416737,10/06/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
414569,11/29/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,SHORELINE,KING
413819,12/30/2014 12:00:00 AM,Marijuana Premises Check,ARLINGTON,SNOHOMISH
421709,08/02/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,JEFFERSON
413426,04/07/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,BENTON
412752,03/21/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413912,10/25/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413434,04/14/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
421562,10/06/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
415970,07/28/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
413762,01/14/2015 12:00:00 AM,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
416130,02/09/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
422350,05/09/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413314,06/03/2015 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,WHATCOM
414450,06/03/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
416414,08/01/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
416632,03/21/2017 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
413718,04/27/2017 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
422570,03/21/2017 12:00:00 AM,Marijuana Premises Check,EDMONDS,SNOHOMISH
412240,07/01/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
419456,08/30/2016 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
412199,11/22/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
412104,07/11/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
415575,04/29/2016 12:00:00 AM,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
410332,05/05/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
410332,05/05/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
414755,03/09/2016 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
413131,01/13/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414889,01/12/2017 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
413529,03/24/2016 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
412497,05/05/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
421708,05/04/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
414785,01/12/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
414785,01/12/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
412129,05/25/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
416929,06/17/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
416689,05/05/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
420302,06/03/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413665,06/28/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
353260,02/23/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
417010,04/11/2016 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
417010,04/11/2016 12:00:00 AM,Marijuana Premises Check,AUBURN,KING
421877,10/07/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413319,07/16/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
405661,01/18/2017 12:00:00 AM,Marijuana Premises Check,LONGVIEW,COWLITZ
414970,07/29/2015 12:00:00 AM,Marijuana Applicant Site Verification,BATTLE GROUND,CLARK
422332,03/01/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
421812,01/23/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
416739,07/26/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
414256,12/18/2014 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
414002,03/15/2016 12:00:00 AM,Marijuana Premises Check,LACEY,THURSTON
417605,06/24/2014 12:00:00 AM,Marijuana Applicant Site Verification,UNINCORPORATED AREAS,THURSTON
412422,06/12/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
414243,02/16/2016 12:00:00 AM,Marijuana Premises Check,LONGVIEW,COWLITZ
415024,06/25/2015 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
420497,11/17/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
417880,12/17/2015 12:00:00 AM,Marijuana Premises Check,PORT ORCHARD,KITSAP
415712,02/19/2016 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
415641,01/23/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,WALLA WALLA (CITY),WALLA WALLA
412866,05/08/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,FERRY
412902,04/07/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413000,02/26/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
402039,11/09/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
366416,04/17/2014 12:00:00 AM,Marijuana Applicant Site Verification,EVERETT,SNOHOMISH
412097,06/03/2015 12:00:00 AM,Marijuana Premises Check,LONGVIEW,COWLITZ
415523,09/27/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,GRAYS HARBOR
413131,01/05/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414160,02/17/2017 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
412784,05/14/2015 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
413762,09/23/2016 12:00:00 AM,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
413310,04/09/2015 12:00:00 AM,Marijuana Premises Check,SHORELINE,KING
417497,09/09/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
413677,02/04/2016 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
414076,04/10/2014 12:00:00 AM,Marijuana Applicant Site Verification,WENATCHEE,CHELAN
414449,03/29/2017 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
414513,01/31/2017 12:00:00 AM,Marijuana Premises Check,MARYSVILLE,SNOHOMISH
414065,05/12/2015 12:00:00 AM,Marijuana Premises Check,WENATCHEE,CHELAN
413258,04/16/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
416016,09/13/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
414731,11/06/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
413258,11/25/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
413926,04/07/2017 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414723,02/05/2016 12:00:00 AM,Marijuana Premises Check,TACOMA,PIERCE
421110,02/08/2016 12:00:00 AM,Marijuana Applicant Site Verification,MOSES LAKE,GRANT
414462,10/19/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412724,03/19/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
422710,10/17/2016 12:00:00 AM,Marijuana Applicant Site Verification,UNINCORP. AREAS,WHATCOM
412656,02/19/2016 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
413798,12/17/2015 12:00:00 AM,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
413940,05/25/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412061,09/30/2015 12:00:00 AM,Marijuana Premises Check,PASCO,FRANKLIN
418850,05/05/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,KING
412240,12/29/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
416039,12/22/2016 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
416039,12/22/2016 12:00:00 AM,Marijuana Premises Check,VANCOUVER,CLARK
412784,04/11/2016 12:00:00 AM,Marijuana Premises Check,MOXEE,YAKIMA
421417,04/06/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
412860,03/24/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
412923,03/30/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
415132,12/12/2016 12:00:00 AM,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
410831,09/30/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,MAPLE VALLEY,KING
413369,07/29/2015 12:00:00 AM,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
415083,05/10/2017 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
415507,05/25/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
424057,11/29/2016 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
084154,08/16/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
413798,05/13/2015 12:00:00 AM,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
415094,07/06/2016 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
413293,12/08/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413901,07/19/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
412882,04/02/2015 12:00:00 AM,Marijuana Premises Check,TUMWATER,THURSTON
415310,05/17/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
414731,07/28/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
414280,08/09/2016 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,COWLITZ
053607,02/13/2015 12:00:00 AM,Marijuana Premises Check,SEATTLE,KING
414963,03/04/2016 12:00:00 AM,Marijuana Premises Check,LACEY,THURSTON
413843,03/05/2015 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
414500,05/28/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414550,12/17/2014 12:00:00 AM,Marijuana Premises Check,PORT ORCHARD,KITSAP
417395,05/20/2015 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414503,09/17/2015 12:00:00 AM,Marijuana Premises Check,BREMERTON,KITSAP
421900,08/05/2016 12:00:00 AM,Marijuana Premises Check,CHEHALIS,LEWIS
413281,01/08/2016 12:00:00 AM,Marijuana Premises Check,DARRINGTON,SNOHOMISH
413739,02/15/2017 12:00:00 AM,Marijuana Premises Check,MILLWOOD,SPOKANE
413739,05/06/2015 12:00:00 AM,Marijuana Premises Check,MILLWOOD,SPOKANE
415094,01/17/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
413385,06/21/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
415678,04/11/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414733,02/21/2017 12:00:00 AM,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,THURSTON
412466,07/08/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,COWLITZ
414680,01/05/2015 12:00:00 AM,Marijuana Premises Check,EVERETT,SNOHOMISH
413503,11/14/2016 12:00:00 AM,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
413165,11/17/2016 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,BENTON
414256,11/12/2014 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
414256,11/12/2014 12:00:00 AM,Marijuana Premises Check,BELLINGHAM,WHATCOM
412949,02/02/2017 12:00:00 AM,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
421947,02/19/2016 12:00:00 AM,Marijuana Applicant Site Verification,SEDRO WOOLLEY,SKAGIT
