Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
IGUANA INDUSTRIES                            ,415979,6.03355E+15,14504 391ST AVE SE            ,STE A                    ,GOLD BAR                ,WA,SNOHOMISH,982519320,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170112,4257373259,0,0
INDICANNA                                    ,416922,6.03356E+15,26404 PIONEER WAY NW          ,STE B                    ,POULSBO                 ,WA,KITSAP,983700000,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),20140103,3604378003,0,0
INDOOR ORGANICS                              ,415772,6.03311E+15,1571 SUMMIT VIEW RD           ,                         ,CLE ELUM                ,WA,KITTITAS,989220000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170724,2537971520,0,0
INDOOR ORGANICS                              ,415773,6.03311E+15,1571 SUMMIT VIEW RD           ,BLDG A                   ,CLE ELUM                ,WA,KITTITAS,989220000,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131220,2537971520,0,0
INFLORESCENCE                                ,415156,6.03357E+15,3812 E BISMARK AVE            ,                         ,SPOKANE                 ,WA,SPOKANE,992170000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170104,2065517393,0,0
INFORMATION RETRIEVAL                        ,416660,6.03362E+15,3062 STATE HWY 16 SW   STE 2-8,STE 2-8                  ,BREMERTON               ,WA,KITSAP,983124958,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170605,2062260600,0,0
INLAND EMPIRE GROWING                        ,412760,6.03165E+15,"13026 W MCFARLANE RD D3-2,D3-3",UNIT D3-2                ,AIRWAY HEIGHTS          ,WA,SPOKANE,990015099,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170713,5099445782,0,0
INTERSTATE 502                               ,413379,6.03357E+15,3431 AIRPORT RD               ,STE A                    ,PULLMAN                 ,WA,WHITMAN,991636001,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170119,2085965665,0,0
IRIE MINDS FARMS                             ,416399,6.03353E+15,3303 S 35TH ST                ,STE B-10                 ,TACOMA                  ,WA,PIERCE,984090000,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131225,2063541040,0,0
IRON LUNG ENTERPRISES                        ,415743,6.03427E+15,249 JUANITA LANE              ,                         ,ELK                     ,WA,PEND OREILLE,990099551,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170530,5096900100,0,0
ISLAND GREEN GROWERS                         ,417384,6.03359E+15,4525 DEER LAKE RD STE A       ,STE A                    ,CLINTON                 ,WA,ISLAND,982360000,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170627,2067929775,0,0
ISLAND GRO                                   ,416656,6.03542E+15,3157 A GOLDIE RD              ,                         ,OAK HARBOR              ,WA,ISLAND,982772732,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170201,2066794781,0,0
ISLAND REEFER                                ,412703,6.0335E+15,481 BUENA VIEW RD   STE A     ,                         ,CLE ELUM                ,WA,KITTITAS,989228301,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20151201,3606612567,0,0
"ITS A PLANTS LIFE,                           ",412607,6.0335E+15,14128 339TH AVE SE            ,                         ,SULTAN                  ,WA,SNOHOMISH,982949600,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131127,3606912420,0,0
J A SWIFT ENTERPRISES                        ,416277,6.02803E+15,669 N RICHARDS RD STE A       ,                         ,RITZVILLE               ,WA,ADAMS,991690000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170106,5099391908,0,0
J D                                          ,412942,6.03337E+15,234 140TH AVE SW              ,                         ,TENINO                  ,WA,THURSTON,985899606,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170502,3609567187,0,0
J.E.T.                                       ,416990,6.03351E+15,5916 E SHARP AVE              ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992120000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161110,5099512605,0,0
JACK MARTIN TWIGGS                           ,416024,6.0336E+15,4759 317TH PL SE              ,                         ,FALL CITY               ,WA,KING,980246637,MARIJUANA PRODUCER TIER 1          ,PENDING (ISSUED),20170704,4253728448,0,0
JACK'S CURE                                  ,416806,6.0343E+15,451 OSPREY DR                 ,                         ,BRIDGEPORT              ,WA,DOUGLAS,988130000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170715,4252713286,0,0
JAG 15                                       ,415941,6.03441E+15,9424 GARRISON RD  UNIT A      ,UNIT A                   ,SUMAS                   ,WA,WHATCOM,982959307,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170614,3603937735,0,0
JAMES ZELL WILLIAMS                          ,412170,6.03473E+15,9642 LUNDEEN RD SW            ,STE A                    ,ROCHESTER               ,WA,THURSTON,985799016,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170203,3606886577,0,0
JANE GARDENS                                 ,416813,6.03363E+15,2512 HARTFORD DR              ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170222,4252698547,0,0
JBC FARMS                                    ,412196,6.03547E+15,15151 COTTONWOOD CANYON RD    ,                         ,YAKIMA                  ,WA,YAKIMA,989089279,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170724,5093884472,0,0
JBC GROW                                     ,413631,6.03351E+15,2121 LINCOLN ST               ,                         ,BELLINGHAM              ,WA,WHATCOM,982254147,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161017,3602018965,0,0
JC MANAGEMENT COMPANY                        ,416164,6.03257E+15,5506 LACKEY CT STE 1          ,                         ,VAUGHN                  ,WA,PIERCE,983940000,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),20131224,2538518074,0,0
JCJ GREENS                                   ,412591,6.03351E+15,410 HIGHWAY 150 STE 1         ,                         ,CHELAN                  ,WA,CHELAN,988160106,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20161024,5098885252,0,0
JCJ GREENS                                   ,423954,6.03351E+15,23020 STATE HIGHWAY 97        ,                         ,ORONDO                  ,WA,DOUGLAS,988439781,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170719,5098885252,0,0
JDA SECURITY ALLIANCE                        ,415754,6.03014E+15,1106 CENTER ST                ,                         ,TACOMA                  ,WA,PIERCE,984098035,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170307,2063641738,0,0
JEFF INDUSTRIES                              ,416226,6.03357E+15,5552 INDUSTRY LN              ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988029551,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170119,5096799058,0,0
JEFFERSON'S OWN                              ,413917,6.03375E+15,20025 DUBUQUE RD              ,STE A                    ,SNOHOMISH               ,WA,SNOHOMISH,982907405,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170322,4259999936,0,0
JET CITY GARDENS                             ,425496,6.02066E+15,4165 HANNEGAN RD STE B,STE B,BELLINGHAM              ,WA,WHATCOM,982269196,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20171003,2063999221,0,0
JET CITY GARDENS                             ,412639,6.02066E+15,929 S HARNEY ST               ,                         ,SEATTLE                 ,WA,KING,981080000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170201,2063999221,0,0
JEV ASSOCIATES                               ,415944,6.03355E+15,9485 KNAPP RD N UNIT A        ,UNIT A                   ,MOHLER                  ,WA,LINCOLN,991545100,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20160912,2532419634,0,0
JIMMY O'S GROW                               ,412979,6.03517E+15,2257 NORTHGATE SPUR           ,                         ,FERNDALE                ,WA,WHATCOM,982488355,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),20131210,3607706575,0,0
JJS PRODUCTIONS                              ,412305,6.03349E+15,12729 QUANTM LN               ,"BLDG 5, UNIT 20          ",ANACORTES               ,WA,SKAGIT,982218364,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170328,3605807641,0,0
JMR SUN FARMS II                             ,412279,6.0335E+15,5504 E CATALDO AVE            ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992120913,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161129,4259416384,0,0
JMS. CONSULTANTS                             ,416423,6.03357E+15,1512 CENTER ST  STE A         ,                         ,TACOMA                  ,WA,PIERCE,984090000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20161118,3869313174,0,0
JOHNNY FARMS                                 ,414153,6.03358E+15,5045 ADAMS RD N               ,                         ,QUINCY                  ,WA,GRANT,988489738,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170104,5092899351,0,0
JR'S                                         ,412804,6.03504E+15,65 SIMMONS RD                 ,SUITE 1                  ,MONTESANO               ,WA,GRAYS HARBOR,985639526,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170504,3605009079,0,0
JSH PRODUCTIONS                              ,412251,6.03343E+15,16315 N COUGAR LN STE A       ,                         ,NEWMAN LAKE             ,WA,SPOKANE,990259416,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170713,5099919660,0,0
JSM NISQUALLY                                ,416584,6.03358E+15,10333 LAKE CITY WAY           ,STE 201                  ,SEATTLE                 ,WA,KING,981257737,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170330,2067951518,0,0
JV RANCH                                     ,416125,6.03346E+15,90 CRAGGANMORE                ,                         ,GOLDENDALE              ,WA,KLICKITAT,986203404,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170405,5092506600,0,0
JVARD                                        ,412900,6.00498E+15,5901 OLD THORNTON HWY STE A   ,                         ,THORNTON                ,WA,WHITMAN,991769765,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161115,5094783007,0,0
K&M GROWERS                                  ,412249,6.03342E+15,116 B SOUTH STATE FRONTAGE RD ,                         ,TONASKET                ,WA,OKANOGAN,988559240,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161005,5094294007,0,0
KAI'DRO                                      ,413652,6.03511E+15,9630 75TH LN SE STE B         ,                         ,OLYMPIA                 ,WA,THURSTON,985136316,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170527,3606281400,0,0
KALI PRODUCTS                                ,416973,6.0339E+15,2800 E ISAACS AVE  STE C      ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993622262,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170315,5096297370,0,0
KANEHCO                                      ,416787,6.03543E+15,6101 NE 127TH AVENUE STE 300  ,SUITE 300                ,VANCOUVER               ,WA,CLARK,986821912,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170322,3609071598,0,0
KATIE GARDENS                                ,412282,6.0335E+15,393 JOHNSON RD STE A          ,                         ,LYLE                    ,WA,KLICKITAT,986359527,MARIJUANA PRODUCER TIER 1          ,CLOSED (PERMANENT),20150709,5093654231,0,0
KEEP IT GREEN PRODUCTIONS                    ,417276,6.03359E+15,10 AYERS RD BLDG 2            ,                         ,TWISP                   ,WA,OKANOGAN,988569736,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161230,5096791556,0,0
KELLY GROWER                                 ,417107,6.03356E+15,4873 GUIDE MERIDIAN RD        ,                         ,BELLINGHAM              ,WA,WHATCOM,982268082,MARIJUANA PRODUCER TIER 3          ,CLOSED (PERMANENT),20170316,3605106462,0,0
KELLY PRODUCTION AND PROCESSING              ,413143,6.0224E+15,606 W LONE PINE LN            ,                         ,DEER PARK               ,WA,SPOKANE,990069133,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161221,3605610650,0,0
KHUSH KUSH                                   ,413145,6.0178E+15,4562 MERIDIAN ST #A           ,                         ,BELLINGHAM              ,WA,WHATCOM,982269191,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170321,3603063053,0,0
KIBBLE JUNCTION                              ,413335,6.03331E+15,73 PIT RD STE B               ,                         ,BREWSTER                ,WA,OKANOGAN,988129676,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170322,8054054510,0,0
KIM SUE GRASS WORKS                          ,413073,6.03347E+15,112 ELLIE WAY UNIT 1          ,UNIT 1                   ,WASHOUGAL               ,WA,SKAMANIA,986710000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170619,5033290121,0,0
KITTITAS VALLEY RANCH                        ,415861,6.03357E+15,6160 NO 81 RD                 ,                         ,ELLENSBURG              ,WA,KITTITAS,989266689,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161212,3605687610,0,0
KITTY'S CANNA CONNECTION                     ,417185,6.03466E+15,8305 SCHIRM RD NW             ,STE A & B                ,OLYMPIA                 ,WA,THURSTON,985029650,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170201,3608663808,0,0
KLARITIE                                     ,413115,6.02181E+15,1102 CANNON WAY SUITE A       ,                         ,COLVILLE                ,WA,STEVENS,991148701,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20150804,5096752043,0,0
KLARITIE FARMS                               ,419959,6.03485E+15,1967 HIGHWAY 395 S            ,                         ,CHEWELAH                ,WA,STEVENS,991099708,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170525,5096752043,0,0
KLINE WHOLESALE                              ,417310,6.00309E+15,26268 12 TREES LANE NW        ,BLDG 6 STE 150           ,POULSBO                 ,WA,KITSAP,983709422,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),20131225,4257725336,0,0
KNIGHTS HEMPLAR                              ,412341,6.03457E+15,1225 5TH ST EXT               ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985503405,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161228,3605502668,0,0
KOKUA SERVICES                               ,412074,6.03311E+15,8401 HOGUM BAY LN NE          ,                         ,LACEY                   ,WA,THURSTON,985163125,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170608,8085469984,0,0
KOUCHLOCK PRODUCTIONS                        ,412047,6.03105E+15,1919 E FRANCIS AVE STE B      ,                         ,SPOKANE                 ,WA,SPOKANE,992082747,MARIJUANA PRODUCER TIER 3          ,CLOSED (PERMANENT),20150209,5093272777,0,0
KOUCHLOCK PRODUCTIONS                        ,419150,6.03105E+15,18001 E EUCLID AVE            ,SUITE 1                  ,SPOKANE VALLEY          ,WA,SPOKANE,992161763,MARIJUANA PRODUCER TIER 3          ,CLOSED (PERMANENT),20160519,5093272777,0,0
KOUCHLOCK PRODUCTIONS                        ,423204,6.03105E+15,1405 W HALF MOON RD           ,                         ,COLBERT                 ,WA,SPOKANE,990050000,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170502,5093272777,0,0
KOULEE KUSH                                  ,412870,6.03373E+15,"109 S 10TH ST, SUITE B        ",                         ,GARFIELD                ,WA,WHITMAN,991308756,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170217,5096350194,0,0
KRUSSEL FARMS                                ,412230,6.03272E+15,7736 THORNBURG ST SW STE C    ,SUITE C                  ,OLYMPIA                 ,WA,THURSTON,985122364,MARIJUANA PRODUCER TIER 1          ,CLOSED (PERMANENT),20160314,3604814462,0,0
KUDU PHARMS                                  ,414197,6.04008E+15,17901 E EUCLID AVE            ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992160000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170616,0,0,0
KUSH COMFORT FARMS                           ,415678,6.03404E+15,6805 W DENO RD                ,                         ,SPOKANE                 ,WA,SPOKANE,992248919,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170602,2064656257,0,0
KUSH FARMS                                   ,414287,6.03409E+15,337 PETERS ST                 ,                         ,RAYMOND                 ,WA,PACIFIC,985772908,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170516,3603560329,0,0
KUSH GARDEN                                  ,415761,6.03524E+15,41711 STATE RT 2              ,#2                       ,GOLD BAR                ,WA,SNOHOMISH,982510000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170724,2063812200,0,0
KUSH VALLEY                                  ,416606,6.03351E+15,5004 WEISHAAR RD E            ,                         ,ODESSA                  ,WA,LINCOLN,991596000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170720,5103336835,0,0
L-TOWN ENTERPRISES                           ,412573,6.03351E+15,2407 TALLEY WAY               ,                         ,KELSO                   ,WA,COWLITZ,986265514,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170503,2065794927,0,0
L.A.W.                                       ,417176,6.03434E+15,17440 MOON RD SW              ,STE A                    ,ROCHESTER               ,WA,THURSTON,985799617,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161005,3607916256,0,0
LA ENTERPRISES                               ,417019,6.03408E+15,5258 UPPER HEDGES RD STE A    ,STE A                    ,WENATCHEE               ,WA,CHELAN,988018931,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170502,2538610850,0,0
LADERA FARMS                                 ,417301,6.03359E+15,570 WEBB AVE S STE A          ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988029388,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161215,5096696462,0,0
LADY BUDS GARDEN CLUB                        ,412765,6.02182E+15,30 QUIET VALLEY RD UNIT A     ,                         ,CHELAN                  ,WA,OKANOGAN,988169710,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170113,5096822605,0,0
LADY EARTH BOTANICALS                        ,412552,6.03349E+15,144 MORGAN RD # A             ,                         ,TOUTLE                  ,WA,COWLITZ,986499734,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170711,3607515000,0,0
LADY EARTH BOTANICALS                        ,425210,6.03349E+15,2000 ROZA DR STE Q            ,                         ,ZILLAH                  ,WA,YAKIMA,989539361,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170711,3607515000,0,0
LADYHELM FARM                                ,412372,6.03348E+15,139 GREENACRES RD   UNIT 4    ,UNIT 4                   ,RIVERSIDE               ,WA,OKANOGAN,988490000,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170426,2067557518,0,0
LAGRANJA FARMS                               ,412603,6.03346E+15,2987 S FORK COPPEI RD STE A   ,                         ,WAITSBURG               ,WA,WALLA WALLA,993617706,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161103,5093370110,0,0
LAKESIDE CANNABIS                            ,416966,6.03486E+15,40114 N JACKSON RD  STE A     ,STE A                    ,ELK                     ,WA,SPOKANE,990096008,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170328,5096387633,0,0
LANCE'S GARDEN                               ,412980,6.03267E+15,11670 STATE ROUTE 28 W STE B  ,                         ,QUINCY                  ,WA,GRANT,988489709,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170203,4258941111,0,0
LAND OF LIZARDS                              ,412096,6.03341E+15,485 STATE ROUTE 409           ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170313,8084792546,0,0
LANDRACE                                     ,416829,6.03453E+15,130 CHESAW RD  STE C          ,                         ,OROVILLE                ,WA,OKANOGAN,988440000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161129,6262339606,0,0
LANDSEYE LOGISTICS                           ,412044,6.02966E+15,47600 SE 153RD ST STE A       ,                         ,NORTH BEND              ,WA,KING,980458669,MARIJUANA PRODUCER TIER 1          ,CLOSED (PERMANENT),20160712,4256817941,0,0
LANDSEYE LOGISTICS                           ,414281,6.02966E+15,8040 DAY RD W BLDG 3 UNIT 2   ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981106206,MARIJUANA PRODUCER TIER 1          ,PENDING (ISSUED),20170727,2069536260,0,0
LANO                                         ,416409,6.03355E+15,12363 CLEAR CREEK RD NW STE B ,                         ,SILVERDALE              ,WA,KITSAP,983830000,MARIJUANA PRODUCER TIER 3          ,CLOSED (PERMANENT),20161208,2063807345,0,0
LANO                                         ,424172,6.03355E+15,6101 MINDER RD NE STE C       ,                         ,POULSBO                 ,WA,KITSAP,983703348,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170719,2063807345,0,0
LAUGHING GRASS MARIJUANA PRODUCTION AND PROCE,414145,6.03357E+15,420 E MILLWRIGHT RD           ,                         ,SHELTON                 ,WA,MASON,985840000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161219,3602290552,0,0
LAUGHING MAN FARMS                           ,417382,6.0349E+15,12113 SW CEMETARY RD          ,                         ,VASHON ISLAND           ,WA,KING,980700000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20161212,2535763806,0,0
LAURITZEN MANUFACTURING                      ,417221,6.03426E+15,31612 160TH ST SE  STE B      ,STE B                    ,SULTAN                  ,WA,SNOHOMISH,982949711,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170719,4256988730,0,0
LEAPH                                        ,417010,6.03356E+15,1820 W VALLEY HWY N           ,STE B                    ,AUBURN                  ,WA,KING,980011645,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170719,4256239575,0,0
LEAVES OF GRASS                              ,416693,6.03354E+15,3902 10TH ST SE               ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988029305,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170522,2069207731,0,0
LEEF                                         ,413085,6.03332E+15,3210 PEACE PORTAL DR          ,                         ,BLAINE                  ,WA,WHATCOM,982308061,MARIJUANA PRODUCER TIER 2          ,PENDING (ISSUED),20170518,2066057717,0,0
LEETCOM LABORATORIES                         ,416172,6.03356E+15,225805 EAST WALTER PR SE STE A,                         ,KENNEWICK               ,WA,BENTON,993376832,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131224,5095515105,0,0
LEGAL BEVERAGES                              ,412373,6.0334E+15,909 CALIFORNIA WAY            ,                         ,LONGVIEW                ,WA,COWLITZ,986321658,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20161015,3603349400,0,0
LEGANJAFAIRY                                 ,415692,6.03348E+15,6021 E MANSFIELD AVE          ,SUITE 700                ,SPOKANE VALLEY          ,WA,SPOKANE,992120000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170714,4252413107,0,0
"LEGENDARY LABORATORIES, LLC                  ",413015,6.03548E+15,"6412 E OREGON_RD, SUITE B     ",                         ,ELK                     ,WA,SPOKANE,990099739,MARIJUANA PRODUCER TIER 2          ,CLOSED (PERMANENT),20170224,5098085223,0,0
"LEGENDARY LABORATORIES, LLC                  ",424500,6.03548E+15,2717 N MAYFAIR ST             ,                         ,SPOKANE                 ,WA,SPOKANE,992072073,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170224,5098085223,0,0
LESTER FARMS                                 ,416996,6.03353E+15,2870 OCEAN AVE BLDG 2         ,                         ,RAYMOND                 ,WA,PACIFIC,985774926,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161129,4254876331,0,0
LIBERTY REACH                                ,412115,6.03344E+15,17727 59TH AVE NE STE B       ,STE B                    ,ARLINGTON               ,WA,SNOHOMISH,982230000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170413,2066181192,0,0
LIBERTY STREET FARM                          ,412852,6.03351E+15,6698 STATE ROUTE 12           ,                         ,OAKVILLE                ,WA,GRAYS HARBOR,985689608,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),20131206,3234816805,0,0
LIFE GARDENS 1                               ,412792,6.03336E+15,16845 UPPER BADGER POCKET RD  ,                         ,ELLENSBURG              ,WA,KITTITAS,989260000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170602,5099683051,0,0
LIFE ROOTS                                   ,412586,6.03351E+15,2752 6TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981342102,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170711,4259224206,0,0
LILAC CITY GARDENS                           ,415719,6.03579E+15,2002 S GARFIELD RD            ,                         ,AIRWAY HEIGHTS          ,WA,SPOKANE,990010000,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170404,5092446390,0,0
LILLY OF THE VALLEY GARDENS                  ,412516,6.03351E+15,34 YARNELL RD STE A           ,                         ,TONASKET                ,WA,OKANOGAN,988559303,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20161021,5094860933,0,0
LIT FUSE NURSERY                             ,417513,6.03303E+15,9444 LUNDEEN RD SW STE A      ,                         ,ROCHESTER               ,WA,THURSTON,985799008,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170207,3602806189,0,0
LIZZARD WEED FARMS                           ,415721,6.0347E+15,1561 WIND RIVER HWY           ,                         ,CARSON                  ,WA,SKAMANIA,986100000,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),20170707,3609496123,0,0
LLIDNOC FARMS                                ,417388,6.03356E+15,26525 S RUPP RD               ,#3                       ,CHENEY                  ,WA,SPOKANE,990040000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170301,5033146150,0,0
LLOYD & WILLIAMS                             ,415749,6.03489E+15,186 CHEROKEE RD STE C         ,                         ,OMAK                    ,WA,OKANOGAN,984410000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170403,5093016738,0,0
LLV GREEN                                    ,415723,6.03456E+15,28505 S CLODFELTER RD         ,                         ,KENNEWICK               ,WA,BENTON,993389327,MARIJUANA PRODUCER TIER 3          ,CLOSED (PERMANENT),20160628,5097278103,0,0
LLV GREEN                                    ,423357,6.03456E+15,7906 N CANYON VIEW DR NE      ,                         ,BENTON CITY             ,WA,BENTON,993205011,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20161215,5097278103,0,0
LM DIGITAL                                   ,417214,6.0336E+15,1129 ST PAUL AVE              ,                         ,TACOMA                  ,WA,PIERCE,984212404,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170524,2532986568,0,0
LMNOP FARMS                                  ,416590,6.03441E+15,2319 ELMWAY SUITE B           ,                         ,OKANOGAN                ,WA,OKANOGAN,98840,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),20170519,5093228520,0,0
LOADED SODA                                  ,417192,6.03279E+15,420 ALASKAN WAY               ,                         ,CHEHALIS                ,WA,LEWIS,985320000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170304,2539885020,0,0
LOCALS INDOOR GARDEN                         ,417200,6.0357E+15,421 W. HONEYSUCKLE LN         ,                         ,SHELTON                 ,WA,MASON,985840000,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),20170515,2064095701,0,0
LOPEZ AND ORR CO                             ,417295,6.03523E+15,1120 S FAIRCHILD ST  STE A    ,                         ,MEDICAL LAKE            ,WA,SPOKANE,990228778,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),20170703,5099444911,0,0
