scrape,wmsite,address,city,email,street,st,dateaccess,dispensaryname,slug,med_rec,zipcode,ManuallyCleaned,Source
127,http://weedmaps.com/dispensaries/mary-mart,"3005 6th Ave. STE B, Tacoma, WA 98406",Tacoma,253marymart@gmail.com,3005 6th Ave. STE B,WA,5/22/16,Mary Mart - Recreational,,recreational,98406,0,
154,https://weedmaps.com/dispensaries/mary-mart,"3005 6th Ave. STE B, Tacoma, WA 98406",Tacoma,253marymart@gmail.com,3005 6th Ave. STE B,WA,11/25/16,Mary Mart - Recreational,,recreational,98406,0,
184,https://weedmaps.com/dispensaries/green-lady-marijuana,"3044 Pacific Ave SE, Olympia, WA 98506",Olympia,info@greenladymj.com,3044 Pacific Ave SE,WA,5/27/17,Green Lady Marijuana,,recreational,98506,0,
215,https://weedmaps.com/dispensaries/green-lady-marijuana,"3044 Pacific Ave SE, Olympia, WA 98506",Olympia,info@greenladymj.com,3044 Pacific Ave SE,WA,11/25/17,Green Lady Marijuana,,recreational,98506,0,
227,https://weedmaps.com/dispensaries/green-lady-marijuana,"3044 Pacific Ave SE, Olympia, WA 98506",Olympia,info@greenladymj.com,3044 Pacific Ave SE,WA,5/26/18,Green Lady Marijuana,green-lady-marijuana,recreational,98506,0,
242,https://weedmaps.com/dispensaries/green-lady-marijuana,"3044 Pacific Ave SE, Olympia, WA 98506",Olympia,info@greenladymj.com,3044 Pacific Ave SE,WA,12/16/18,Green Lady Marijuana,green-lady-marijuana,recreational,98506,0,
245,https://weedmaps.com/dispensaries/green-lady-marijuana,"3044 Pacific Ave SE,Olympia,Washington 98506",Olympia,info@greenladymj.com,3044 Pacific Ave SE,WA,6/23/19,Green Lady Marijuana,green-lady-marijuana,recreational,98506,0,
242,https://weedmaps.com/dispensaries/high-point-cannabis,"30521 NE Hansville, Kingston, WA 98346",Kingston,dchristensen@highpointmj.com,30521 NE Hansville,WA,12/16/18,High Point Cannabis,high-point-cannabis,recreational,98346,0,
154,https://weedmaps.com/dispensaries/herbal-healing-safe-access,"3062 SW HWY 16 Suite A, Port Orchard, WA 98367",Port Orchard,herbalhealingmembers@weedkitsap.com,3062 SW HWY 16 Suite A,WA,11/25/16,Herbal Healing ,,recreational,98367,0,
184,https://weedmaps.com/dispensaries/herbal-healing-safe-access,"3062 SW HWY 16 Suite A, Port Orchard, WA 98367",Port Orchard,herbalhealingmembers@weedkitsap.com,3062 SW HWY 16 Suite A,WA,5/27/17,Herbal Healing ,,recreational,98367,0,
215,https://weedmaps.com/dispensaries/herbal-healing-safe-access,"3062 SW HWY 16 Suite A, Port Orchard, WA 98367",Port Orchard,herbalhealingmembers@weedkitsap.com,3062 SW HWY 16 Suite A,WA,11/25/17,Herbal Healing,,recreational,98367,0,
227,https://weedmaps.com/dispensaries/herbal-healing-safe-access,"3062 SW HWY 16 Suite A, Port Orchard, WA 98367",Port Orchard,herbalhealingmembers@weedkitsap.com,3062 SW HWY 16 Suite A,WA,5/26/18,Herbal Healing,herbal-healing-safe-access,recreational,98367,0,
184,https://weedmaps.com/dispensaries/higher-leaf-3,"3079 156th Avenue South East, Bellevue, WA 98007",Bellevue,info@higherleaf.com,3079 156th Avenue South East,WA,5/27/17,Higher Leaf Bellevue,,recreational,98007,0,
215,https://weedmaps.com/dispensaries/higher-leaf-3,"3079 156th Avenue South East, Bellevue, WA 98007",Bellevue,info@higherleaf.com,3079 156th Avenue South East,WA,11/25/17,Higher Leaf Bellevue,,recreational,98007,0,
227,https://weedmaps.com/dispensaries/higher-leaf-3,"3079 156th Avenue South East, Bellevue, WA 98007",Bellevue,info@higherleaf.com,3079 156th Avenue South East,WA,5/26/18,Higher Leaf Bellevue,higher-leaf-3,recreational,98007,0,
242,https://weedmaps.com/dispensaries/higher-leaf-3,"3079 156th Avenue South East, Bellevue, WA 98007",Bellevue,info@higherleaf.com,3079 156th Avenue South East,WA,12/16/18,Higher Leaf Bellevue,higher-leaf-3,recreational,98007,0,
245,https://weedmaps.com/dispensaries/higher-leaf-3,"3079 156th Avenue South East,Bellevue,Washington 98007",Bellevue,info@higherleaf.com,3079 156th Avenue South East,WA,6/23/19,Higher Leaf Bellevue,higher-leaf-3,recreational,98007,0,
184,https://weedmaps.com/dispensaries/the-stash-box,"3108 A ST. SE Suite F, Auburn, WA 98002",Auburn,admin@thestashboxllc.com,3108 A ST. SE Suite F,WA,5/27/17,The Stash Box,,recreational,98002,0,
101,http://weedmaps.com/dispensaries/rainier-wellness-center,"3111 S. Pine St., Tacoma, WA 98409",Tacoma,info@experiencerainier.com,3111 S. Pine St.,WA,11/21/15,Rainier on Pine  - Recreational,,recreational,98409,0,
127,http://weedmaps.com/dispensaries/rainier-wellness-center,"3111 S. Pine St., Tacoma, WA 98409",Tacoma,info@experiencerainier.com,3111 S. Pine St.,WA,5/22/16,Rainier on Pine  - Recreational,,recreational,98409,0,
184,https://weedmaps.com/dispensaries/xanders-tacoma,"3111 S. Pine St., Tacoma, WA 98409",Tacoma,Marketing@Xanders.com,3111 S. Pine St.,WA,5/27/17,Xander's Green Goods,,recreational,98409,0,
215,https://weedmaps.com/dispensaries/xanders-tacoma,"3111 S. Pine St., Tacoma, WA 98409",Tacoma,Marketing@Xanders.com,3111 S. Pine St.,WA,11/25/17,Xander's Green Goods,,recreational,98409,0,
154,https://weedmaps.com/dispensaries/green-anne,"312 W. Republican St., Seattle, WA 98119",Seattle,queenannecannabisco@gmail.com,312 W. Republican St.,WA,11/25/16,Queen Anne Cannabis Company ,,recreational,98119,0,
184,https://weedmaps.com/dispensaries/green-anne,"312 W. Republican St., Seattle, WA 98119",Seattle,queenannecannabisco@gmail.com,312 W. Republican St.,WA,5/27/17,Queen Anne Cannabis Company ,,recreational,98119,0,
215,https://weedmaps.com/dispensaries/green-anne,"312 W. Republican St., Seattle, WA 98119",Seattle,queenannecannabisco@gmail.com,312 W. Republican St.,WA,11/25/17,Queen Anne Cannabis Company,,recreational,98119,0,
215,https://weedmaps.com/dispensaries/the-canyon-2,"3120 Maple Way Road, Gleed, WA 98904",Gleed,canyoncanna@gmail.com,3120 Maple Way Road,WA,11/25/17,The Canyon,,recreational,98904,0,
227,https://weedmaps.com/dispensaries/the-canyon-2,"3120 Maple Way Road, Gleed, WA 98904",Gleed,canyoncanna@gmail.com,3120 Maple Way Road,WA,5/26/18,The Canyon,the-canyon-2,recreational,98904,0,
242,https://weedmaps.com/dispensaries/the-canyon-2,"3120 Maple Way Road, Gleed, WA 98904",Gleed,canyoncanna@gmail.com,3120 Maple Way Road,WA,12/16/18,The Canyon,the-canyon-2,recreational,98904,0,
245,https://weedmaps.com/dispensaries/the-canyon-2,"3120 Maple Way Road,Gleed,Washington 98904",Gleed,canyoncanna@gmail.com,3120 Maple Way Road,WA,6/23/19,The Canyon,the-canyon-2,recreational,98904,0,
154,https://weedmaps.com/dispensaries/greenworks-cannabis-greenwood,"315 N 105th ST, Seattle, WA 98133-8705",Seattle,greenworkscannabis@gmail.com,315 N 105th ST,WA,11/25/16,Greenworks Cannabis (Greenwood),,recreational,98133-8705,0,
184,https://weedmaps.com/dispensaries/greenworks-cannabis-greenwood,"315 N 105th ST, Seattle, WA 98133-8705",Seattle,greenworkscannabis@gmail.com,315 N 105th ST,WA,5/27/17,Greenworks Cannabis (Greenwood),,recreational,98133-8705,0,
215,https://weedmaps.com/dispensaries/greenworks-cannabis-greenwood,"315 N 105th ST, Seattle, WA 98133-8705",Seattle,greenworkscannabis@gmail.com,315 N 105th ST,WA,11/25/17,Greenworks Cannabis (Greenwood),,recreational,98133-8705,0,
127,http://weedmaps.com/dispensaries/fremont-gardens-30-g-bho-of-william-s-wonder-sunday-10-off-all-concentrates,"316 NORTH 36TH ST, SEATTLE, WA 98103",SEATTLE,haveaheartfremont@gmail.com,316 NORTH 36TH ST,WA,5/22/16,Have a Heart - Fremont ,,recreational,98103,0,
154,https://weedmaps.com/dispensaries/fremont-gardens-30-g-bho-of-william-s-wonder-sunday-10-off-all-concentrates,"316 NORTH 36TH ST, SEATTLE, WA 98103",SEATTLE,haveaheartfremont@gmail.com,316 NORTH 36TH ST,WA,11/25/16,Have a Heart - Fremont ,,recreational,98103,0,
184,https://weedmaps.com/dispensaries/fremont-gardens-30-g-bho-of-william-s-wonder-sunday-10-off-all-concentrates,"316 NORTH 36TH ST, SEATTLE, WA 98103",SEATTLE,haveaheartfremont@gmail.com,316 NORTH 36TH ST,WA,5/27/17,Have a Heart - Fremont ,,recreational,98103,0,
215,https://weedmaps.com/dispensaries/fremont-gardens-30-g-bho-of-william-s-wonder-sunday-10-off-all-concentrates,"316 NORTH 36TH ST, SEATTLE, WA 98103",SEATTLE,haveaheartfremont@gmail.com,316 NORTH 36TH ST,WA,11/25/17,Have a Heart - Fremont,,recreational,98103,0,
154,https://weedmaps.com/dispensaries/world-of-weed-2,"3202 E Portland Ave, Tacoma, Wa 98404",Tacoma,Info@WorldofWeed.com,3202 E Portland Ave,WA,11/25/16,World of Weed,,recreational,98404,0,
184,https://weedmaps.com/dispensaries/world-of-weed-2,"3202 E Portland Ave, Tacoma, Wa 98404",Tacoma,worldofweedmanager@gmail.com,3202 E Portland Ave,WA,5/27/17,World of Weed,,recreational,98404,0,
127,http://weedmaps.com/dispensaries/the-healing-center-2-2,"3203 Martin Way E, Olympia, WA 98506",Olympia,olythc@gmail.com,3203 Martin Way E,WA,5/23/16,THC of Olympia,,recreational,98506,0,
154,https://weedmaps.com/dispensaries/the-healing-center-2-2,"3203 Martin Way E, Olympia, WA 98506",Olympia,olythc@gmail.com,3203 Martin Way E,WA,11/24/16,THC of Olympia,,recreational,98506,0,
184,https://weedmaps.com/dispensaries/the-healing-center-2-2,"3203 Martin Way E, Olympia, WA 98506",Olympia,olythc@gmail.com,3203 Martin Way E,WA,5/27/17,THC of Olympia,,recreational,98506,0,
215,https://weedmaps.com/dispensaries/the-healing-center-2-2,"3203 Martin Way E, Olympia, WA 98506",Olympia,olythc@gmail.com,3203 Martin Way E,WA,11/25/17,THC of Olympia,,recreational,98506,0,
227,https://weedmaps.com/dispensaries/the-healing-center-2-2,"3203 Martin Way E, Olympia, WA 98506",Olympia,olythc@gmail.com,3203 Martin Way E,WA,5/26/18,THC of Olympia,the-healing-center-2-2,recreational,98506,0,
184,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,ganjagoddesssodo@gmail.com,3207 1st Ave S.,WA,5/27/17,Ganja Goddess ,,recreational,98134,0,
215,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,ganjagoddesssodo@gmail.com,3207 1st Ave S.,WA,11/25/17,Ganja Goddess,,recreational,98134,0,
242,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S., Seattle, WA 98134",Seattle,info@ganjagoddessseattle.com,3207 1st Ave S.,WA,12/16/18,Ganja Goddess,ganja-goddess-seattle,recreational,98134,0,
245,https://weedmaps.com/dispensaries/ganja-goddess-seattle,"3207 1st Ave S.,Seattle,Washington 98134",Seattle,info@ganjagoddessseattle.com,3207 1st Ave S.,WA,6/23/19,Ganja Goddess,ganja-goddess-seattle,recreational,98134,0,
101,http://weedmaps.com/dispensaries/american-mary,"321 NE 45th St., Seattle, WA 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,11/22/15,American Mary,,recreational,98105,0,
127,http://weedmaps.com/dispensaries/american-mary,"321 NE 45th St., Seattle, WA 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,5/23/16,American Mary,,recreational,98105,0,
154,https://weedmaps.com/dispensaries/american-mary,"321 NE 45th St., Seattle, WA 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,11/25/16,American Mary,,recreational,98105,0,
215,https://weedmaps.com/dispensaries/american-mary,"321 NE 45th St., Seattle, WA 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,11/25/17,American Mary,,recreational,98105,0,
227,https://weedmaps.com/dispensaries/american-mary,"321 NE 45th St., Seattle, WA 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,5/26/18,American Mary,american-mary,recreational,98105,0,
242,https://weedmaps.com/dispensaries/american-mary,"321 NE 45th St., Seattle, WA 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,12/16/18,American Mary,american-mary,recreational,98105,0,
245,https://weedmaps.com/dispensaries/american-mary,"321 NE 45th St.,Seattle,Washington 98105",Seattle,americanmarywa@gmail.com,321 NE 45th St.,WA,6/23/19,American Mary,american-mary,recreational,98105,0,
127,http://weedmaps.com/dispensaries/two-five-trees,"3213 S. 38th Street, Tacoma, WA 98409",Tacoma,25treesllc@gmail.com,3213 S. 38th Street,WA,5/23/16,Two Five Trees,,recreational,98409,0,
154,https://weedmaps.com/dispensaries/two-five-trees,"3213 S. 38th Street, Tacoma, WA 98409",Tacoma,25treesllc@gmail.com,3213 S. 38th Street,WA,11/25/16,Two Five Trees,,recreational,98409,0,
184,https://weedmaps.com/dispensaries/two-five-trees,"3213 S. 38th Street, Tacoma, WA 98409",Tacoma,25treesllc@gmail.com,3213 S. 38th Street,WA,5/27/17,Two Five Trees,,recreational,98409,0,
215,https://weedmaps.com/dispensaries/two-five-trees,"3213 S. 38th Street, Tacoma, WA 98409",Tacoma,25treesllc@gmail.com,3213 S. 38th Street,WA,11/25/17,Two Five Trees,,recreational,98409,0,
242,https://weedmaps.com/dispensaries/the-green-nugget,"322 E Francis Ave., Spokane, Washington 99208",Spokane,greennuggetspokane@gmail.com,322 E Francis Ave.,WA,12/16/18,The Green Nugget - Recreational,the-green-nugget,recreational,99208,0,
101,http://weedmaps.com/dispensaries/seattle-cannabis-company,"3230 1st Ave South, Seattle, WA 98134",Seattle,seattlecannabisco@gmail.com,3230 1st Ave South,WA,11/22/15,Seattle Cannabis Company,,recreational,98134,0,
127,http://weedmaps.com/dispensaries/seattle-cannabis-company,"3230 1st Ave South, Seattle, WA 98134",Seattle,seattlecannabisco@gmail.com,3230 1st Ave South,WA,5/22/16,Seattle Cannabis Company,,recreational,98134,0,
154,https://weedmaps.com/dispensaries/seattle-cannabis-company,"3230 1st Ave South, Seattle, WA 98134",Seattle,seattlecannabisco@gmail.com,3230 1st Ave South,WA,11/25/16,Seattle Cannabis Company,,recreational,98134,0,
184,https://weedmaps.com/dispensaries/seattle-cannabis-company,"3230 1st Ave South, Seattle, WA 98134",Seattle,seattlecannabisco@gmail.com,3230 1st Ave South,WA,5/27/17,Seattle Cannabis Company,,recreational,98134,0,
215,https://weedmaps.com/dispensaries/seattle-cannabis-company,"3230 1st Ave South, Seattle, WA 98134",Seattle,seattlecannabisco@gmail.com,3230 1st Ave South,WA,11/25/17,Seattle Cannabis Company,,recreational,98134,0,
227,https://weedmaps.com/dispensaries/seattle-cannabis-company,"3230 1st Ave South, Seattle, WA 98134",Seattle,seattlecannabisco@gmail.com,3230 1st Ave South,WA,5/26/18,Seattle Cannabis Company,seattle-cannabis-company,recreational,98134,0,
184,https://weedmaps.com/dispensaries/the-hidden-bush,"3230 E. Hwy 101, Port Angeles, WA 98362",Port Angeles,Thehiddenbush@yahoo.com,3230 E. Hwy 101,WA,5/27/17,The Hidden Bush,,recreational,98362,0,
215,https://weedmaps.com/dispensaries/the-hidden-bush,"3230 E. Hwy 101, Port Angeles, WA 98362",Port Angeles,Thehiddenbush@yahoo.com,3230 E. Hwy 101,WA,11/25/17,The Hidden Bush,,recreational,98362,0,
227,https://weedmaps.com/dispensaries/the-hidden-bush,"3230 E. Hwy 101, Port Angeles, WA 98362",Port Angeles,Thehiddenbush@yahoo.com,3230 E. Hwy 101,WA,5/26/18,The Hidden Bush,the-hidden-bush,recreational,98362,0,
242,https://weedmaps.com/dispensaries/the-hidden-bush,"3230 E. Hwy 101, Port Angeles, WA 98362",Port Angeles,Thehiddenbush@yahoo.com,3230 E. Hwy 101,WA,12/16/18,The Hidden Bush,the-hidden-bush,recreational,98362,0,
245,https://weedmaps.com/dispensaries/the-hidden-bush,"3230 E. Hwy 101,Port Angeles,Washington 98362",Port Angeles,Thehiddenbush@yahoo.com,3230 E. Hwy 101,WA,6/23/19,The Hidden Bush,the-hidden-bush,recreational,98362,0,
184,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,"3249 Perry Ave Suite B, Bremerton, WA 98310",Bremerton,fillabong2016@outlook.com,3249 Perry Ave Suite B,WA,5/27/17,Fillabong 2 -Bremerton  *** OPEN NOW***,,recreational,98310,0,
215,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,"3249 Perry Ave Suite B, Bremerton, WA 98310",Bremerton,fillabong2016@outlook.com,3249 Perry Ave Suite B,WA,11/25/17,Fillabong 2 -Bremerton,,recreational,98310,0,
227,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,"3249 Perry Ave Suite B, Bremerton, WA 98310",Bremerton,fillabong2016@outlook.com,3249 Perry Ave Suite B,WA,5/26/18,Fillabong 2 -Bremerton,tacoma-greenthumb-port-orchard,recreational,98310,0,
242,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,"3249 Perry Ave Suite B, Bremerton, WA 98310",Bremerton,fillabong2016@outlook.com,3249 Perry Ave Suite B,WA,12/16/18,Fillabong 2 -Bremerton,tacoma-greenthumb-port-orchard,recreational,98310,0,
245,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,"3249 Perry Ave Suite B,Bremerton,Washington 98310",Bremerton,fillabong2016@outlook.com,3249 Perry Ave Suite B,WA,6/23/19,Fillabong 2 - Bremerton,tacoma-greenthumb-port-orchard,recreational,98310,0,
215,https://weedmaps.com/dispensaries/freedom-market-cathlamet,"327 WA-4, Cathlamet, WA 98612",Cathlamet,thefreedommarket420@gmail.com,327 WA-4,WA,11/25/17,Freedom Market Cathlamet Recreational,,recreational,98612,0,
227,https://weedmaps.com/dispensaries/freedom-market-cathlamet,"327 WA-4, Cathlamet, WA 98612",Cathlamet,thefreedommarket420@gmail.com,327 WA-4,WA,5/26/18,Freedom Market Cathlamet Recreational,freedom-market-cathlamet,recreational,98612,0,
242,https://weedmaps.com/dispensaries/freedom-market-cathlamet,"327 WA-4, Cathlamet, WA 98612",Cathlamet,thefreedommarket420@gmail.com,327 WA-4,WA,12/16/18,Freedom Market Cathlamet Recreational,freedom-market-cathlamet,recreational,98612,0,
245,https://weedmaps.com/dispensaries/freedom-market-cathlamet,"327 WA-4,Cathlamet,Washington 98612",Cathlamet,thefreedommarket420@gmail.com,327 WA-4,WA,6/23/19,Freedom Market Cathlamet Recreational,freedom-market-cathlamet,recreational,98612,0,
154,https://weedmaps.com/dispensaries/the-herbery-2,"330 NE Chkalov Dr, Vancouver, Wa 98684",Vancouver,theherberynw@gmail.com,330 NE Chkalov Dr,WA,11/25/16,The Herbery,,recreational,98684,0,
184,https://weedmaps.com/dispensaries/the-herbery-2,"330 NE Chkalov Dr, Vancouver, Wa 98684",Vancouver,theherberynw@gmail.com,330 NE Chkalov Dr,WA,5/27/17,The Herbery,,recreational,98684,0,
215,https://weedmaps.com/dispensaries/the-herbery-2,"330 NE Chkalov Dr, Vancouver, Wa 98684",Vancouver,theherberynw@gmail.com,330 NE Chkalov Dr,WA,11/25/17,The Herbery,,recreational,98684,0,
227,https://weedmaps.com/dispensaries/the-herbery-2,"330 NE Chkalov Dr, Vancouver, Wa 98684",Vancouver,theherberynw@gmail.com,330 NE Chkalov Dr,WA,5/26/18,The Herbery,the-herbery-2,recreational,98684,0,
215,https://weedmaps.com/dispensaries/lucid-auburn,"3310 Auburn Way North, Auburn, WA 98002",Auburn,contact@LUCIDAuburn.com,3310 Auburn Way North,WA,11/25/17,Lucid - Auburn,,recreational,98002,0,
227,https://weedmaps.com/dispensaries/lucid-auburn,"3310 Auburn Way North, Auburn, WA 98002",Auburn,contact@LUCIDAuburn.com,3310 Auburn Way North,WA,5/26/18,Lucid - Auburn,lucid-auburn,recreational,98002,0,
242,https://weedmaps.com/dispensaries/lucid-auburn,"3310 Auburn Way North, Auburn, WA 98002",Auburn,contact@LUCIDAuburn.com,3310 Auburn Way North,WA,12/16/18,LUCID-AUBURN,lucid-auburn,recreational,98002,0,
245,https://weedmaps.com/dispensaries/lucid-auburn,"3310 Auburn Way North,Auburn,Washington 98002",Auburn,contact@LUCIDAuburn.com,3310 Auburn Way North,WA,6/23/19,LUCID-AUBURN,lucid-auburn,recreational,98002,0,
154,https://weedmaps.com/dispensaries/district-420-2,"3405 4TH Ave S, Seattle, Wa 98134",Seattle,district420@icloud.com,3405 4TH Ave S,WA,11/25/16,District 420,,recreational,98134,0,
154,https://weedmaps.com/dispensaries/green-leaf-2-4,"3435 Birch Bay Lynden RD., Custer, WA 98240",Custer,media@greenleafnw.com,3435 Birch Bay Lynden RD.,WA,11/25/16,Green Leaf Recreational #2 - Custer,,recreational,98240,0,
245,https://weedmaps.com/dispensaries/the-joint-tacoma-1,"3502 S 74th Street,Tacoma,Washington 98409",Tacoma,thejointta@gmail.com,3502 S 74th Street,WA,6/23/19,The Joint - Tacoma,the-joint-tacoma-1,recreational,98409,0,
215,https://weedmaps.com/dispensaries/hashtag-recreational-cannabis,"3540 Stone Way N, Seattle, WA 98103",Seattle,manager@seattlehashtag.com,3540 Stone Way N,WA,11/25/17,Hashtag Cannabis - Fremont,,recreational,98103,0,
227,https://weedmaps.com/dispensaries/hashtag-recreational-cannabis,"3540 Stone Way N, Seattle, WA 98103",Seattle,manager@seattlehashtag.com,3540 Stone Way N,WA,5/26/18,Hashtag Cannabis - Fremont,hashtag-recreational-cannabis,recreational,98103,0,
242,https://weedmaps.com/dispensaries/hashtag-recreational-cannabis,"3540 Stone Way N, Seattle, WA 98103",Seattle,manager@seattlehashtag.com,3540 Stone Way N,WA,12/16/18,Hashtag Cannabis - Fremont,hashtag-recreational-cannabis,recreational,98103,0,
245,https://weedmaps.com/dispensaries/hashtag-recreational-cannabis,"3540 Stone Way N,Seattle,Washington 98103",Seattle,manager@seattlehashtag.com,3540 Stone Way N,WA,6/23/19,Hashtag Cannabis - Fremont,hashtag-recreational-cannabis,recreational,98103,0,
154,https://weedmaps.com/dispensaries/legal-marijuana-superstore,"3610 Bethel Rd SE Suite 110, Port Orchard, Wa 98366",Port Orchard,legalmarijuanasuperstore@gmail.com,3610 Bethel Rd SE Suite 110,WA,11/25/16,Legal Marijuana Superstore,,recreational,98366,0,
184,https://weedmaps.com/dispensaries/legal-marijuana-superstore,"3610 Bethel Rd SE Suite 110, Port Orchard, Wa 98366",Port Orchard,legalmarijuanasuperstore@gmail.com,3610 Bethel Rd SE Suite 110,WA,5/27/17,Legal Marijuana Superstore,,recreational,98366,0,
215,https://weedmaps.com/dispensaries/legal-marijuana-superstore,"3610 Bethel Rd SE Suite 110, Port Orchard, Wa 98366",Port Orchard,legalmarijuanasuperstore@gmail.com,3610 Bethel Rd SE Suite 110,WA,11/25/17,Legal Marijuana Superstore,,recreational,98366,0,
227,https://weedmaps.com/dispensaries/legal-marijuana-superstore,"3610 Bethel Rd SE Suite 110, Port Orchard, Wa 98366",Port Orchard,legalmarijuanasuperstore@gmail.com,3610 Bethel Rd SE Suite 110,WA,5/26/18,Legal Marijuana Superstore,legal-marijuana-superstore,recreational,98366,0,
242,https://weedmaps.com/dispensaries/legal-marijuana-superstore,"3610 Bethel Rd SE Suite 110, Port Orchard, Wa 98366",Port Orchard,lmsbiz1@gmail.com,3610 Bethel Rd SE Suite 110,WA,12/16/18,Legal Marijuana Superstore,legal-marijuana-superstore,recreational,98366,0,
245,https://weedmaps.com/dispensaries/legal-marijuana-superstore,"3610 Bethel Rd SE Suite 110,Port Orchard,Washington 98366",Port Orchard,lmsbiz1@gmail.com,3610 Bethel Rd SE Suite 110,WA,6/23/19,Legal Marijuana Superstore,legal-marijuana-superstore,recreational,98366,0,
227,https://weedmaps.com/dispensaries/365-recreational,"36711 Highway 12, Dayton, WA 99328",Dayton,info@365recreational.com,36711 Highway 12,WA,5/26/18,365 Recreational Cannabis - Dayton,365-recreational,recreational,99328,0,
242,https://weedmaps.com/dispensaries/365-recreational,"36711 Highway 12, Dayton, WA 99328",Dayton,info@365recreational.com,36711 Highway 12,WA,12/16/18,365 Recreational Cannabis - Dayton,365-recreational,recreational,99328,0,
245,https://weedmaps.com/dispensaries/365-recreational,"36711 Highway 12,Dayton,Washington 99328",Dayton,info@365recreational.com,36711 Highway 12,WA,6/23/19,365 Recreational Cannabis - Dayton,365-recreational,recreational,99328,0,
154,https://weedmaps.com/dispensaries/wcw-cannabis,"3708 Mt Baker Hwy, Everson, WA 98247",Everson,wcweverson@wcwenterprises.com,3708 Mt Baker Hwy,WA,11/25/16,West Coast Wellness (WCW),,recreational,98247,0,
215,https://weedmaps.com/dispensaries/smokane,"3801 East Sprague  Ave., Spokane, WA 99202",Spokane,customerservice@smokane502.com !!!20% OFF EVERYTHING!!! on Black Friday,3801 East Sprague  Ave.,WA,11/25/17,Smokane,,recreational,99202,0,
184,https://weedmaps.com/dispensaries/natures-resource-center,"3833 Pacific Ave Suite C, Tacoma, WA 98418",Tacoma,nrc420@gmail.com,3833 Pacific Ave Suite C,WA,5/27/17,Natures Recreational Center - Tacoma,,recreational,98418,0,
101,http://weedmaps.com/dispensaries/top-shelf-cannabis-recreational,"3863 Hannegan Rd. Suite 107, Bellingham, WA 98226",Bellingham,zackhenifin@icloud.com,3863 Hannegan Rd. Suite 107,WA,11/22/15,Top Shelf Cannabis - Recreational,,recreational,98226,0,
127,http://weedmaps.com/dispensaries/top-shelf-cannabis-recreational,"3863 Hannegan Rd. Suite 107, Bellingham, WA 98226",Bellingham,zackhenifin@icloud.com,3863 Hannegan Rd. Suite 107,WA,5/22/16,Top Shelf Cannabis - Recreational,,recreational,98226,0,
184,https://weedmaps.com/dispensaries/top-shelf-cannabis-recreational,"3863 Hannegan Rd. Suite 107, Bellingham, WA 98226",Bellingham,zackhenifin@icloud.com,3863 Hannegan Rd. Suite 107,WA,5/27/17,Top Shelf Cannabis - Bellingham,,recreational,98226,0,
215,https://weedmaps.com/dispensaries/top-shelf-cannabis-recreational,"3863 Hannegan Rd. Suite 107, Bellingham, WA 98226",Bellingham,zackhenifin@icloud.com,3863 Hannegan Rd. Suite 107,WA,11/25/17,Top Shelf Cannabis - Bellingham,,recreational,98226,0,
227,https://weedmaps.com/dispensaries/top-shelf-cannabis-recreational,"3863 Hannegan Rd. Suite 107, Bellingham, WA 98226",Bellingham,zackhenifin@icloud.com,3863 Hannegan Rd. Suite 107,WA,5/26/18,Top Shelf Cannabis - Bellingham,top-shelf-cannabis-recreational,recreational,98226,0,
242,https://weedmaps.com/dispensaries/top-shelf-cannabis-recreational,"3863 Hannegan Rd. Suite 107, Bellingham, WA 98226",Bellingham,zackhenifin@icloud.com,3863 Hannegan Rd. Suite 107,WA,12/16/18,Top Shelf Cannabis - Bellingham,top-shelf-cannabis-recreational,recreational,98226,0,
215,https://weedmaps.com/dispensaries/high-society-2-4,"3906 S 12th St, Tacoma, WA 98405",Tacoma,235highsociety@Gmail.com,3906 S 12th St,WA,11/25/17,High Society - Tacoma,,recreational,98405,0,
227,https://weedmaps.com/dispensaries/high-society-2-4,"3906 S 12th St, Tacoma, WA 98405",Tacoma,235highsociety@Gmail.com,3906 S 12th St,WA,5/26/18,High Society - Tacoma,high-society-2-4,recreational,98405,0,
242,https://weedmaps.com/dispensaries/herbal-healing-safe-access,"3965 Bethel Rd SE STE 3, Port Orchard, WA 98366",Port Orchard,herbanmarketorders@gmail.com,3965 Bethel Rd SE STE 3,WA,12/16/18,Herban Market,herbal-healing-safe-access,recreational,98366,0,
