scrape,wmsite,dispensaryname,address,street,city,zipcode,email,phone,dateaccess,med_rec,ManuallyCleaned,Source
152,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,greenlightspokane@gmail.com,509-309-3193,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,greenlightspokane@gmail.com,509-309-3193,11/18/16,recreational,0,
154,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,greenlightspokane@gmail.com,509-309-3193,11/25/16,recreational,0,
158,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,greenlightspokane@gmail.com,509-309-3193,12/13/16,recreational,0,
169,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,2/25/17,recreational,0,
171,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,3/4/17,recreational,0,
173,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/green-light,Green Light - Recreational,"10309 East Trent Avenue, Millwood, Washington 99206",10309 East Trent Avenue,Millwood,99206,info@greenlightspokane.com,509-309-3193,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,11/17/16,recreational,0,
154,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,11/24/16,recreational,0,
158,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,12/13/16,recreational,0,
169,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,2/25/17,recreational,0,
171,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,3/4/17,recreational,0,
173,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/green-theory,Green Theory,"10697 Main Street Suite 2, Bellevue, WA 98004",10697 Main Street Suite 2,Bellevue,98004,info@green-theory.com,425-502-7033,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/green-theory,Green - Theory ***COMING SOON***,"12827 SE 40th Place, Bellevue, WA 98004",12827 SE 40th Place,Bellevue,98004,info@green-theory.com,425-502-7033,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/green-theory,Green - Theory,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/green-theory,Green - Theory,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/green-theory,Green - Theory Factoria,"12827 SE 40th Place, Bellevue, WA 98006",12827 SE 40th Place,Bellevue,98006,info@green-theory.com,425-502-7033,9/30/17,recreational,0,
192,https://weedmaps.com/dispensaries/green-theory-spring-district,Green - Theory  Spring District,"1940 124th Avenue NE A-101, Bellevue, WA 98005",1940 124th Avenue NE A-101,Bellevue,98005,info@green-theory.com,425-455-0965,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/green-theory-spring-district,Green - Theory  Spring District,"1940 124th Avenue NE A-101, Bellevue, WA 98005",1940 124th Avenue NE A-101,Bellevue,98005,info@green-theory.com,425-455-0965,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/green-theory-spring-district,Green - Theory  Spring District,"1940 124th Avenue NE A-101, Bellevue, WA 98005",1940 124th Avenue NE A-101,Bellevue,98005,info@green-theory.com,425-455-0965,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/green-theory-spring-district,Green - Theory  Spring District,"1940 124th Avenue NE A-101, Bellevue, WA 98005",1940 124th Avenue NE A-101,Bellevue,98005,info@green-theory.com,425-455-0965,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/green-theory-spring-district,Green - Theory  Spring District,"1940 124th Avenue NE A-101, Bellevue, WA 98005",1940 124th Avenue NE A-101,Bellevue,98005,info@green-theory.com,425-455-0965,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/green-theory-spring-district,Green - Theory  Spring District,"1940 124th Avenue NE A-101, Bellevue, WA 98005",1940 124th Avenue NE A-101,Bellevue,98005,info@green-theory.com,425-455-0965,9/30/17,recreational,0,
189,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, KIngston, WA 98346",8202 NE State Hwy. 104 Ste 101,KIngston,98346,greentikicannaiscompany@gmail.com,360-881-0621,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, KIngston, WA 98346",8202 NE State Hwy. 104 Ste 101,KIngston,98346,greentikicannaiscompany@gmail.com,360-881-0621,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, KIngston, WA 98346",8202 NE State Hwy. 104 Ste 101,KIngston,98346,greentikicannabiscompany@gmail.com,360-881-0621,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, KIngston, WA 98346",8202 NE State Hwy. 104 Ste 101,KIngston,98346,greentikicannabiscompany@gmail.com,360-881-0621,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, KIngston, WA 98346",8202 NE State Hwy. 104 Ste 101,KIngston,98346,greentikicannabiscompany@gmail.com,360-881-0621,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, KIngston, WA 98346",8202 NE State Hwy. 104 Ste 101,KIngston,98346,greentikicannabiscompany@gmail.com,360-881-0621,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, Kingston, WA 98346",8202 NE State Hwy. 104 Ste 101,Kingston,98346,greentikicannabiscompany@gmail.com,360-881-0621,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, Kingston, WA 98346",8202 NE State Hwy. 104 Ste 101,Kingston,98346,greentikicannabiscompany@gmail.com,360-881-0621,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/green-tiki-cannabis-compnay,Green Tiki Cannabis Company,"8202 NE State Hwy. 104 Ste 101, Kingston, WA 98346",8202 NE State Hwy. 104 Ste 101,Kingston,98346,greentikicannabiscompany@gmail.com,360-881-0621,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,11/17/16,recreational,0,
154,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,11/25/16,recreational,0,
158,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,12/13/16,recreational,0,
169,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,2/25/17,recreational,0,
171,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,3/4/17,recreational,0,
173,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/green-token-cannabis,Green Token Cannabis,"430 Carpenter Rd SE, Olympia, WA 98503",430 Carpenter Rd SE,Olympia,98503,greentokenllc@yahoo.com,360-459-2766,9/30/17,recreational,0,
192,https://weedmaps.com/dispensaries/green-token-cannabis-edmonds,Green Token Cannabis - Edmonds *** Grand Opening***,"7215 212 Street, Edmonds, WA 98026",7215 212 Street,Edmonds,98026,info@greentokencannabis-edmonds.com,425-595-2072,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/green-token-cannabis-edmonds,Green Token Cannabis - Edmonds ,"7215 212 Street, Edmonds, WA 98026",7215 212 Street,Edmonds,98026,info@greentokencannabis-edmonds.com,425-595-2072,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/green-token-cannabis-edmonds,Green Token Cannabis - Edmonds ,"7215 212 Street, Edmonds, WA 98026",7215 212 Street,Edmonds,98026,info@greentokencannabis-edmonds.com,425-954-8949,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/green-token-cannabis-edmonds,Green Token Cannabis - Edmonds ,"7215 212 Street, Edmonds, WA 98026",7215 212 Street,Edmonds,98026,info@greentokencannabis-edmonds.com,425-954-8949,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/green-token-cannabis-edmonds,Green Token Cannabis - Edmonds ,"7215 212 Street, Edmonds, WA 98026",7215 212 Street,Edmonds,98026,info@greentokencannabis-edmonds.com,425-954-8949,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/green-token-cannabis-edmonds,Green Token Cannabis - Edmonds ,"7215 212 Street, Edmonds, WA 98026",7215 212 Street,Edmonds,98026,info@greentokencannabis-edmonds.com,425-954-8949,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/greenfield-company,Greenfield Cannabis Company,"728 6th St Clarkston, Clarkston, Wa 99403",728 6th St Clarkston,Clarkston,99403,admin@greenfieldowl.com,(509) 780-0009,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/greenfield-company,Greenfield Cannabis Company,"728 6th St Clarkston, Clarkston, Wa 99403",728 6th St Clarkston,Clarkston,99403,admin@greenfieldowl.com,(509) 780-0009,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/greenfield-company,Greenfield Cannabis Company,"728 6th St Clarkston, Clarkston, Wa 99403",728 6th St Clarkston,Clarkston,99403,admin@greenfieldowl.com,(509) 780-0009,11/17/16,recreational,0,
154,https://weedmaps.com/dispensaries/greenfield-company,Greenfield Cannabis Company,"728 6th St Clarkston, Clarkston, Wa 99403",728 6th St Clarkston,Clarkston,99403,admin@greenfieldowl.com,(509) 780-0009,11/25/16,recreational,0,
158,https://weedmaps.com/dispensaries/greenfield-company,Greenfield Cannabis Company,"728 6th St Clarkston, Clarkston, Wa 99403",728 6th St Clarkston,Clarkston,99403,admin@greenfieldowl.com,(509) 780-0009,12/13/16,recreational,0,
