Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
EMERALD PUFF                                 ,415151,6.03E+15,2820 E HIGHWAY 101 # A        ,                         ,PORT ANGELES            ,WA,CLALLAM,983629080,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2066511544,0,0
EMERALD PUFF                                 ,422881,6.03E+15,2820 E HIGHWAY 101 # B        ,                         ,PORT ANGELES            ,WA,CLALLAM,983629080,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2066511544,0,0
DISCOVERY BAY CANNABIS                       ,423036,6.04E+15,282023 HWY 101                ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983689331,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170218,2066607221,0,0
SEA CHANGE CANNABIS                          ,353260,6.03E+15,282332 HIGHWAY 101 STE 2      ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983688700,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161104,2064228328,0,0
MARY JANE'S                                  ,417646,6.03E+15,2829 N MARKET ST              ,                         ,SPOKANE                 ,WA,SPOKANE,992075553,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161213,5099893639,0,0
FILLABONG                                    ,415211,6.04E+15,2839 NW KITSAP PL STE A       ,                         ,SILVERDALE              ,WA,KITSAP,983839447,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170630,3606980353,0,0
GREEN PEAKS N.W.                             ,422525,6.04E+15,2840 E HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983629080,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170524,5099990148,0,0
ARISTOCRAT CANNABIS LLC                      ,422420,6.04E+15,285 CANAL RD                  ,                         ,TOUTLE                  ,WA,COWLITZ,986499703,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170628,2066596531,0,0
GOOBIE'S DOOBIES                             ,421953,6.04E+15,28680 MAPLE VALLEY BLACK      ,DIAMOND RD SE STE A      ,MAPLE VALLEY            ,WA,KING,980388193,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170308,2534595741,0,0
MR. DOOBEES                                  ,415206,6.03E+15,2870 OCEAN AVE                ,TAYLOR PARK BLDG #4      ,RAYMOND                 ,WA,PACIFIC,985774926,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161215,3608758016,0,0
AUSTIN LOTT                                  ,413530,6.03E+15,29 HORIZON FLATS RD STE 8     ,                         ,WINTHROP                ,WA,OKANOGAN,988628400,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160809,5094295556,0,0
GREEN EXPRESS                                ,414836,6.03E+15,2929 BOND ST                  ,                         ,EVERETT                 ,WA,SNOHOMISH,982013901,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140101,4257734477,0,0
MR. BILLS OF BUCKLEY                         ,413980,6.03E+15,29297 HWY 410 E STE D         ,                         ,BUCKLEY                 ,WA,PIERCE,983218482,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170414,2533835855,0,0
MR. BILLS OF BUCKLEY                         ,424751,6.03E+15,29393 STATE ROUTE 410 E STE D ,                         ,BUCKLEY                 ,WA,PIERCE,983219424,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170502,3607617540,0,0
SWEET RELIEF CANNABIS EXPRESS                ,422460,6.04E+15,"2947 E HWY 101  STE A, B      ",SUITE A AND B            ,PORT ANGELES            ,WA,CLALLAM,983629059,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170724,3609096327,0,0
H P BUDS                                     ,421457,6.04E+15,30 E NISQUALLY PL             ,                         ,SHELTON                 ,WA,MASON,985849046,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160206,3604328734,0,0
MJA  DISTRIBUTION                            ,414659,6.03E+15,300 19TH AVE                  ,                         ,SEATTLE                 ,WA,KING,981225736,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2068606885,0,0
HAVE A HEART CC                              ,421409,6.03E+15,300 NW 85TH STREET  STE A     ,STE A                    ,SEATTLE                 ,WA,KING,981170000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170419,2062574500,0,0
THE GREEN ROOM                               ,414696,6.03E+15,300 W MILL PLAIN BLVD         ,                         ,VANCOUVER               ,WA,CLARK,986602979,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,3606094544,0,0
MARY MART                                    ,424311,6.03E+15,3002 6TH AVE STE 100          ,                         ,TACOMA                  ,WA,PIERCE,984066203,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170630,2539614231,0,0
MARY MART                                    ,415037,6.03E+15,3005 6TH AVE STE B            ,                         ,TACOMA                  ,WA,PIERCE,984066202,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170112,2533271675,0,0
AMERICAN POT SHOP                            ,421905,6.03E+15,3005 NORTHVIEW CIRCLE         ,                         ,SHELTON                 ,WA,MASON,985842948,MARIJUANA RETAILER                 ,CLOSED (TEMPORARY),20170727,2063292223,0,0
SWEET LEAF LLC                               ,422896,6.03E+15,3010 BRIDGEPORT WAY W         ,                         ,UNIVERSITY PLACE        ,WA,PIERCE,984664617,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2535495338,0,0
GREEN LIFE CANNABIS                          ,414755,6.03E+15,3012 GS CENTER RD STE A       ,                         ,WENATCHEE               ,WA,CHELAN,988019116,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170314,2817260614,0,0
AMERICAN HARVEST                             ,423431,6.03E+15,3014 GS CENTER RD STE D       ,                         ,WENATCHEE               ,WA,CHELAN,988019144,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170110,5096301707,0,0
MODERN CREATIONS                             ,424430,6.03E+15,3014 S 320TH ST               ,                         ,FEDERAL WAY             ,WA,KING,980035421,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170209,2064657550,0,0
BUDS GARAGE                                  ,421005,6.03E+15,3015 EVERETT AVE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982013822,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170127,4258793437,0,0
20AFTER4                                     ,425128,6.03E+15,302 HAZEL ST                  ,                         ,KELSO                   ,WA,COWLITZ,986261410,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170620,2068180966,0,0
GREEN GAINT LLC                              ,422820,6.04E+15,3022 RIVER RD E               ,                         ,TACOMA                  ,WA,PIERCE,984432126,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2532820403,0,0
CANNACABANNA                                 ,421015,6.04E+15,3028 RIVER RD E               ,                         ,TACOMA                  ,WA,PIERCE,984432126,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2539876637,0,0
MJ SUCCESS LLC                               ,422822,6.04E+15,304 PINE STREET               ,                         ,OAKVILLE                ,WA,GRAYS HARBOR,98568,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3604703051,0,0
GREEN LADY                                   ,415130,6.03E+15,3044 PACIFIC AVE SE STE B     ,                         ,OLYMPIA                 ,WA,THURSTON,985012043,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161220,5098697574,0,0
BUD COMMANDER TONASKET STATION               ,364680,6.03E+15,305 W 4TH ST                  ,                         ,TONASKET                ,WA,OKANOGAN,988559278,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160324,3606881709,0,0
TONASKET HOUSE OF CANNABIS                   ,422454,6.04E+15,305 W 4TH ST STE A            ,                         ,TONASKET                ,WA,OKANOGAN,988550000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160315,3607853843,0,0
21+ RECREATIONAL MARIJUANA                   ,423775,6.04E+15,3062 SW HWY 16 STE A          ,                         ,BREMERTON               ,WA,KITSAP,983120000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170316,2064278666,0,0
HIGHER LEAF MARIJUANA BELLEVUE               ,423000,6.03E+15,3079 156TH AVE SE             ,                         ,BELLEVUE                ,WA,KING,980076526,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170614,4258706335,0,0
ACCESS CANIBUS LLC                           ,422765,6.04E+15,3082 WAITTS LAKE RD           ,                         ,VALLEY                  ,WA,STEVENS,991810000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,3604703051,0,0
HYPEHERBALLY                                 ,422233,6.03E+15,309 N VAN BUREN CT STE 120    ,                         ,KENNEWICK               ,WA,BENTON,993367759,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160303,4252809482,0,0
THE STASH BOX                                ,412494,6.03E+15,3108 A ST SE STE F            ,                         ,AUBURN                  ,WA,KING,980028811,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170110,2537970959,0,0
RAINIER ON PINE                              ,414723,6.03E+15,3111 S PINE ST                ,                         ,TACOMA                  ,WA,PIERCE,984094711,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170215,2066508908,0,0
MODERN CREATIONS                             ,414227,6.03E+15,31140 PACIFIC HWY S           ,                         ,FEDERAL WAY             ,WA,KING,980033807,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160408,2064657550,0,0
GREEN GROTTO                                 ,413789,6.03E+15,31140 PACIFIC HWY S STE A     ,                         ,FEDERAL WAY             ,WA,KING,980034994,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170302,2067926857,0,0
KEYSTONE CREATIONS                           ,414090,6.03E+15,31140 PACIFIC HWY S STE C     ,STE C                    ,FEDERAL WAY             ,WA,KING,980034994,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2533559704,0,0
QUEEN ANNE CANNABIS CO                       ,413479,6.03E+15,312 W REPUBLICAN ST           ,                         ,SEATTLE                 ,WA,KING,981194009,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161219,2064201042,0,0
GREEN ANNE                                   ,421256,6.03E+15,312 W REPUBLICAN ST STE B     ,                         ,SEATTLE                 ,WA,KING,981194009,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2064789364,0,0
WASHINGTON RETAIL PARTNERS                   ,424647,6.04E+15,3120 MAPLEWAY RD              ,                         ,YAKIMA                  ,WA,YAKIMA,989088929,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170327,5094065852,0,0
SENSISOLUTIONS                               ,421282,6.03E+15,3131 STATE ROUTE 903          ,                         ,CLE ELUM                ,WA,KITTITAS,989229602,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170105,2532262135,0,0
MUFFYS SMOKIN'GREENS                         ,413930,6.03E+15,3134 E HIGHWAY 101 SUITE A    ,                         ,PORT ANGELES            ,WA,CLALLAM,983629074,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170103,3608082532,0,0
GREENWORKS N.W.                              ,413428,6.02E+15,315 N 105TH ST                ,                         ,SEATTLE                 ,WA,KING,981330000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161031,2065251300,0,0
FREMONT GARDENS                              ,421708,6.03E+15,316 N 36TH ST STE B           ,                         ,SEATTLE                 ,WA,KING,981038953,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170124,2066327126,0,0
SWEET RELIEF CENTRAL                         ,422905,6.04E+15,320 N KELLOGG ST  STE C       ,                         ,KENNEWICK               ,WA,BENTON,993364944,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,3609096327,0,0
AMERICANNA WEED CO                           ,414649,6.03E+15,320 N KELLOGG ST STE B        ,                         ,KENNEWICK               ,WA,BENTON,993364944,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160125,4252100546,0,0
WORLD OF WEED                                ,414449,6.03E+15,3202 E PORTLAND AVE           ,                         ,TACOMA                  ,WA,PIERCE,984044929,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170406,2532729333,0,0
THC OF OLYMPIA                               ,421069,6.04E+15,3203 MARTIN WAY E  STE D      ,                         ,OLYMPIA                 ,WA,THURSTON,985064951,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170228,3605397291,0,0
GANJA GODDESS                                ,413558,6.03E+15,3207 1ST AVE S UNIT A         ,                         ,SEATTLE                 ,WA,KING,981341819,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160929,2066827220,0,0
AMERICAN MARY                                ,410332,6.03E+15,321 NE 45TH ST                ,                         ,SEATTLE                 ,WA,KING,981056133,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161014,3038295712,0,0
CANNAZONE                                    ,422791,6.03E+15,3212 OLD HWY 99 SOUTH RD      ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739070,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161212,8602092288,0,0
THE WEED STORE LLC                           ,422920,6.04E+15,3213 S 38TH ST STE A-2        ,                         ,TACOMA                  ,WA,PIERCE,984095617,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2533768562,0,0
THE LOCAL POT SHOP LLC                       ,422823,6.04E+15,3213 S 38TH ST STE A-3        ,                         ,TACOMA                  ,WA,PIERCE,984095617,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2533768562,0,0
25 TREES                                     ,84154,6.03E+15,3213 S 38TH ST STE C             ,                         ,TACOMA                  ,WA,PIERCE,984041094,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170405,2533768562,1,Manual Validation
GREEN RAVEN MANAGEMENT GROUP LLC             ,421557,6.03E+15,322 4TH AVE E                 ,                         ,OLYMPIA                 ,WA,THURSTON,985011107,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170720,2537775857,0,0
LAWRENCE ENTERPRISES                         ,414881,6.03E+15,322 DANIEL LN                 ,                         ,FRIDAY HARBOR           ,WA,SAN JUAN,982500000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140101,3603785575,0,0
GLOBODYNE                                    ,414982,6.03E+15,3223 PINE ST                  ,                         ,EVERETT                 ,WA,SNOHOMISH,982014536,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20151030,4258793437,0,0
SEATTLE CANNABIS COMPANY                     ,414780,6.03E+15,3230 1ST AVE S STE B          ,                         ,SEATTLE                 ,WA,KING,981340000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170727,2062945839,0,0
THE HIDDEN BUSH                              ,412921,6.03E+15,3230 E HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983629073,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161202,3604529395,0,0
FILLABONG                                    ,79720,6.04E+15,3249 PERRY AVE                ,SUITE B                  ,BREMERTON               ,WA,KITSAP,983105371,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170406,3604432293,0,0
AARDVARK REEFEROLOGY                         ,413896,6.03E+15,325 NE LECHNER ST             ,                         ,CAMAS                   ,WA,CLARK,986070000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160217,3609075453,0,0
KING CRONIC 2                                ,422459,6.04E+15,327 SR 4                      ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170614,3608587142,0,0
THE HERBERY                                  ,71368,6.03E+15,330 NE CHKALOV DR STE C & D   ,STE C & D                ,VANCOUVER               ,WA,CLARK,986845032,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170216,3609079694,0,0
GREEN PEAKS N.W.LLC                          ,421848,6.04E+15,330114 HIGHWAY 2 STE A        ,                         ,NEWPORT                 ,WA,PEND OREILLE,991569302,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170606,5099990148,0,0
GREEN SOLUTION PLACE                         ,422194,6.02E+15,3310 AUBURN WAY N STE C/D     ,                         ,AUBURN                  ,WA,KING,980021800,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170626,2539732476,0,0
THE HERBERY                                  ,415557,6.03E+15,3312 W NOB HILL BLVD          ,                         ,YAKIMA                  ,WA,YAKIMA,989020000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160908,3609079694,0,0
CLEAR MIND CANNABIS                          ,422713,6.03E+15,335 E B CIRCLE                ,                         ,PASCO                   ,WA,FRANKLIN,993016402,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,3607981619,0,0
KLOUD 99                                     ,360075,6.04E+15,335 W COLUMBIA DR             ,                         ,KENNEWICK               ,WA,BENTON,993363655,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160326,4253817730,0,0
KALEAFA                                      ,417643,6.03E+15,33858 SR 20 STE 102           ,                         ,OAK HARBOR              ,WA,ISLAND,982772664,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170613,3606822420,0,0
DISTRICT 420                                 ,421332,6.04E+15,3405 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981341904,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170127,2532134741,0,0
THE LUCKY LEAF                               ,413295,6.04E+15,3411 N CAPITAL AVE #A         ,                         ,PASCO                   ,WA,FRANKLIN,993010000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161202,4252603482,0,0
CREDIBLE COMMODITIES                         ,421576,6.04E+15,3416 BROADWAY AVE E STE 4     ,                         ,EVERETT                 ,WA,SNOHOMISH,982015082,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170214,2066508928,0,0
GREEN LEAF                                   ,414918,6.04E+15,3435 BIRCH BAY LYNDEN RD      ,                         ,CUSTER                  ,WA,WHATCOM,982409507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161229,3603032860,0,0
JST INTERNATIONAL                            ,415053,6.03E+15,34428 PACIFIC HWY S STE A     ,                         ,FEDERAL WAY             ,WA,KING,980036440,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140101,2533328800,0,0
THE ICKY STICKY FACTORY                      ,420998,6.04E+15,3486 DEEP LAKE BOUNDARY RD    ,                         ,COLVILLE                ,WA,STEVENS,991149140,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170727,5097328982,0,0
MAGIC TREE COLLECTIVE 206                    ,421151,6.03E+15,350 NE STADIUM WAY            ,UNIT B                   ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161222,2532056372,0,0
NSK CANNABIS                                 ,413676,6.03E+15,350 NE STADIUM WAY UNIT A     ,                         ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170209,2532056372,0,0
#HASHTAG                                     ,414884,6.03E+15,3540 STONE WAY N              ,                         ,SEATTLE                 ,WA,KING,981038924,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170104,3608184000,0,0
DIEGO PELLICER                               ,415379,6.03E+15,3540 STONE WAY N STE B        ,                         ,SEATTLE                 ,WA,KING,981030000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170407,2066240070,0,0
THE GREENHOUSE GROUP LLC                     ,420407,6.03E+15,355 RAINIER AVE N STE C       ,STE C                    ,RENTON                  ,WA,KING,980575321,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161220,2063952036,0,0
THE GREENHOUSE GROUP LLC                     ,420633,6.03E+15,355 RAINIER AVE NORTH  STE B  ,STE B                    ,RENTON                  ,WA,KING,980575321,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161220,2063952036,0,0
21+ RECREATIONAL MARIJUANA                   ,422073,6.04E+15,3598 BETHEL RD SE             ,                         ,PORT ORCHARD            ,WA,KITSAP,983665605,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170606,2064278666,0,0
LEGAL MARIJUANA SUPERSTORE                   ,417880,6.03E+15,3610 BETHEL RD SE             ,SUITE 100                ,PORT ORCHARD            ,WA,KITSAP,983670000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161117,3603401009,0,0
KASSABIAN GENERAL                            ,413294,6.03E+15,3620 IRONGATE RD              ,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131123,3603038761,0,0
KITTITAS CANNABIS                            ,422779,6.04E+15,36711 HWY 12                  ,                         ,DAYTON                  ,WA,KITTITAS,993280000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,5099619899,0,0
365 RECREATIONAL CANNABIS                    ,422099,6.04E+15,36711 U.S. HIGHWAY 12         ,                         ,DAYTON                  ,WA,COLUMBIA,983288622,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160318,4259194183,0,0
W.C.W. ENTERPRISES                           ,415445,6.03E+15,3708 MT BAKER HWY             ,                         ,EVERSON                 ,WA,WHATCOM,982470000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170704,4253127077,0,0
KGB COLLECTIVE                               ,422953,6.03E+15,3715 IRONGATE RD              ,                         ,BELLINGHAM              ,WA,WHATCOM,982268055,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160407,3606715991,0,0
CLOUD 9                                      ,422461,6.04E+15,3750 E VALLEY RD  STE B       ,                         ,RENTON                  ,WA,KING,980574908,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160315,4253518932,0,0
"J.M.H., LLC.                                 ",422746,6.04E+15,381 E MAIN ST STE C           ,                         ,MONROE                  ,WA,SNOHOMISH,982721512,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,4252098924,0,0
BOMAR HOLDINGS                               ,415127,6.03E+15,3831 HIGHWAY 3                ,                         ,SHELTON                 ,WA,MASON,985840000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,2062952411,0,0
OZ.                                          ,415348,6.03E+15,3831 STONE WAY N              ,                         ,SEATTLE                 ,WA,KING,981038005,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170504,2062510630,0,0
8 BALL BARRISTER                             ,421562,6.03E+15,3833 PACIFIC AVE STE 3-C      ,                         ,TACOMA                  ,WA,PIERCE,984187897,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170406,2533700736,0,0
TOP SHELF CANNABIS                           ,414256,6.03E+15,3863 HANNEGAN RD              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269103,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161017,3602243735,0,0
THE FORBIDDEN FLOWER LLC                     ,422328,6.03E+15,3902 W CLEARWATER AVE         ,STE 108                  ,KENNEWICK               ,WA,BENTON,993362677,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160308,2062350635,0,0
HIGH SOCIETY                                 ,423977,6.03E+15,3906 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984051507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170626,3606610168,0,0
OLD TOBY                                     ,413551,6.03E+15,391 NW STATE AVE STE 1        ,                         ,CHEHALIS                ,WA,LEWIS,985321637,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161109,3604853255,0,0
HIGH VIBRATIONS                              ,422638,6.04E+15,39192 SE PARK ST              ,                         ,SNOQUALMIE              ,WA,KING,980659181,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160325,4254422860,0,0
EVERGREEN STATE ENTERPRISES LLC              ,421878,6.04E+15,3941 COLVILLE RD              ,                         ,LOON LAKE               ,WA,STEVENS,991480000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,3604702621,0,0
HL STYLE                                     ,413805,6.04E+15,3948 3RD AVE                  ,                         ,LOON LAKE               ,WA,STEVENS,981489683,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160312,4252182040,0,0
JD'S COLLECTIVE GARDEN                       ,420470,6.03E+15,39817B N NEWPORT HWY          ,                         ,ELK                     ,WA,SPOKANE,990099799,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151015,5092920439,0,0
B STREET BUD                                 ,414558,6.03E+15,400 BURDIN AVE                ,                         ,GRAND COULEE            ,WA,GRANT,991330000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160920,5096332453,0,0
THE GREEN SHELF                              ,414958,6.03E+15,400 S. MAIN STREET            ,UNIT #1                  ,ELLENSBURG              ,WA,KITTITAS,989260000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170613,2065560305,0,0
DIAMOND GREEN                                ,413374,6.03E+15,4002 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984051509,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161213,2532225697,0,0
STATION 420                                  ,413596,6.03E+15,4007 MAIN ST                  ,                         ,UNION GAP               ,WA,YAKIMA,989032040,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170523,5094203430,0,0
EVERGREEN MARKET - IKEA DISTRICT             ,420338,6.04E+15,401 RAINIER AVE N STE 1       ,                         ,RENTON                  ,WA,KING,980575319,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170412,4257652935,0,0
UNCLE ANDO'S WURLD OF WEED                   ,414345,6.04E+15,401 SOUTH BOONE               ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985208508,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170522,4255036116,0,0
EVERGREEN MARKET - AUBURN                    ,414714,6.03E+15,402 16TH ST NE STE A-100      ,                         ,AUBURN                  ,WA,KING,980021600,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161104,2068527155,0,0
THE GRASS STATION                            ,423092,6.04E+15,403 FRONTAGE RD               ,                         ,GEORGE                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170504,5093158459,0,0
EMERALD HAZE CANNABIS EMPORIUM               ,414841,6.03E+15,4033 NE SUNSET BLVD UNIT 5    ,                         ,RENTON                  ,WA,KING,980564003,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,2533069151,0,0
MARIJUANA DEPOT                              ,422027,6.03E+15,404 AUBURN WAY S STE 100      ,SUITE 100                ,AUBURN                  ,WA,KING,980025418,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170510,2063917365,0,0
GREEN STATION 1                              ,415308,6.02E+15,4040 AUBURN WAY N STE 5       ,                         ,AUBURN                  ,WA,KING,980021394,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,2062413760,0,0
MARGIES'S POT SHOP LLC                       ,413414,6.03E+15,405 E STUEBEN                 ,                         ,BINGEN                  ,WA,KLICKITAT,986050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160719,5094930441,0,0
AXIS MANAGEMENT LLC                          ,422962,6.03E+15,405 E UNION ST                ,                         ,CENTRALIA               ,WA,LEWIS,985313759,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,3607912094,0,0
MARIJUANA MART                               ,422450,6.03E+15,405 E UNION ST                ,                         ,CENTRALIA               ,WA,LEWIS,985313759,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160823,3607891364,0,0
HAPPY TREES                                  ,424273,6.03E+15,407 E 1ST ST                  ,                         ,CLE ELUM                ,WA,KITTITAS,989221255,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170507,2532262135,0,0
THE EVERGREEN MARKET-RENTON AIRPORT          ,413791,6.03E+15,409 RAINIER AVE N             ,                         ,RENTON                  ,WA,KING,980575319,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170127,4253188898,0,0
420 WEST                                     ,414733,6.03E+15,410 RONLEE LN NW A1           ,                         ,OLYMPIA                 ,WA,THURSTON,985029266,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170124,3604026368,0,0
