License #,ID #,Trade Name,Issue Date,premise id,L/Street,L/City,CITY,County,Updated 2019,Gender,% Ownership,Self-Identified Race,Census Category,Race of Majority Ownership (Cumulative),Percent ofMajority,Ownership,Percent of Cumulative Majority,Final
414495,6033549340010003,EUPHORIUM,20191008,394,21127 STATE ROUTE 9 SE,WOODINVILLE,0,31,No,F,50.00%,White,White,White,79%,Non-Minority Owned,79%,Non-Minority Owned
414500,6033538920010001,EUPHORIUM 420,20190917,394,20925 CYPRESS WAY STE C-103,LYNNWOOD,0,31,No,M,9.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414500,6033538920010001,EUPHORIUM 420,20190917,394,20925 CYPRESS WAY STE C-103,LYNNWOOD,0,31,No,F,11.11%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414500,6033538920010001,EUPHORIUM 420,20190917,394,20925 CYPRESS WAY STE C-103,LYNNWOOD,0,31,No,M,11.11%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414500,6033538920010001,EUPHORIUM 420,20190917,394,20925 CYPRESS WAY STE C-103,LYNNWOOD,0,31,No,M,14.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414500,6033538920010001,EUPHORIUM 420,20190917,394,20925 CYPRESS WAY STE C-103,LYNNWOOD,0,31,No,M,20.78%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414500,6033538920010001,EUPHORIUM 420,20190917,394,20925 CYPRESS WAY STE C-103,LYNNWOOD,0,31,No,F,34.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414503,6034539570010001,DESTINATION HIGHWAY 420,20191225,394,1225 HOLLIS ST,BREMERTON,1,18,No,F,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414503,6034539570010001,DESTINATION HIGHWAY 420,20191225,394,1225 HOLLIS ST,BREMERTON,1,18,No,M,80.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414506,6017919610010003,GREEN STATION 1,20200115,394,18441 DES MOINES MEMORIAL DR STE B,SEATAC,33,17,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414508,6034102670010003,SLOW BURN,20190520,394,1300 N 40TH ST STE 111,YAKIMA,13,39,Yes,Female,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414508,6034102670010003,SLOW BURN,20190520,394,1300 N 40TH ST STE 111,YAKIMA,13,39,Yes,Male,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414508,6034102670010003,SLOW BURN,20190520,394,1300 N 40TH ST STE 111,YAKIMA,13,39,Yes,Male,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414508,6034102670010003,SLOW BURN,20190520,394,1300 N 40TH ST STE 111,YAKIMA,13,39,Yes,Male,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414508,6034102670010003,SLOW BURN,20190520,394,1300 N 40TH ST STE 111,YAKIMA,13,39,Yes,Female,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414520,6033472500010002,KUSHMART,20191025,394,6309 EVERGREEN WAY STE C,EVERETT,5,31,No,M,25.00%,AA,Black or African American,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
414520,6033472500010002,KUSHMART,20191025,394,6309 EVERGREEN WAY STE C,EVERETT,5,31,No,M,25.00%,African American,Black or African American,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
414520,6033472500010002,KUSHMART,20191025,394,6309 EVERGREEN WAY STE C,EVERETT,5,31,No,M,50.00%,Caucasian,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
414532,6034150760010001,LUX POT SHOP,20190413,394,4912 17TH AVE NW STE A,SEATTLE,26,17,Yes,Male,25.00%,Japanese,Asian,White,75%,Non-Minority Owned,75%,Non-Minority Owned
414532,6034150760010001,LUX POT SHOP,20190413,394,4912 17TH AVE NW STE A,SEATTLE,26,17,Yes,Male,12.99%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
414532,6034150760010001,LUX POT SHOP,20190413,394,4912 17TH AVE NW STE A,SEATTLE,26,17,Yes,Male,20.67%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
414532,6034150760010001,LUX POT SHOP,20190413,394,4912 17TH AVE NW STE A,SEATTLE,26,17,Yes,Male,20.67%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
414532,6034150760010001,LUX POT SHOP,20190413,394,4912 17TH AVE NW STE A,SEATTLE,26,17,Yes,Male,20.67%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
414533,6034095790010001,UNCLE IKE'S,20190420,394,2310 EAST UNION ST,SEATTLE,26,17,No,F,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414533,6034095790010001,UNCLE IKE'S,20190420,394,2310 EAST UNION ST,SEATTLE,26,17,No,M,90.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414539,6034026890010001,HIGH SOCIETY,20190523,394,5309 GUIDE MERIDIAN RD SUITE A,BELLINGHAM,0,37,No,M,1.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414539,6034026890010001,HIGH SOCIETY,20190523,394,5309 GUIDE MERIDIAN RD SUITE A,BELLINGHAM,0,37,No,F,99.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414550,6034051800010001,420 SPOT SHOP,20190406,394,1374 SE LUND AVE,PORT ORCHARD,2,18,Yes,Female,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414550,6034051800010001,420 SPOT SHOP,20190406,394,1374 SE LUND AVE,PORT ORCHARD,2,18,Yes,Male,99.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414558,6032410690010002,B STREET BUD,20190829,394,400 BURDIN AVE,GRAND COULEE,5,13,No,F,45.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414558,6032410690010002,B STREET BUD,20190829,394,400 BURDIN AVE,GRAND COULEE,5,13,No,F,55.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414559,6035859930010003,WASHINGTON STATE CANNABIS COMPANY,20190129,394,2415 ROBERTSON DRIVE,RICHLAND,4,3,No,F,1.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414559,6035859930010003,WASHINGTON STATE CANNABIS COMPANY,20190129,394,2415 ROBERTSON DRIVE,RICHLAND,4,3,No,M,99.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414569,6033546970010003,DOCKSIDE CANNABIS,20191221,394,15001 AURORA AVE N,SHORELINE,37,17,No,F,33.34%,Caucasian,White,No Majority,33%,Minority Owned,67%,Hispanic/Latina/Latino/Multiracial
414569,6033546970010003,DOCKSIDE CANNABIS,20191221,394,15001 AURORA AVE N,SHORELINE,37,17,No,M,33.33%,Mexican,Hispanic/Latina/Latino,No Majority,33%,Minority Owned,67%,Hispanic/Latina/Latino/Multiracial
414569,6033546970010003,DOCKSIDE CANNABIS,20191221,394,15001 AURORA AVE N,SHORELINE,37,17,No,M,33.33%,Mixed-Caucasian,Multiracial,No Majority,33%,Minority Owned,67%,Hispanic/Latina/Latino/Multiracial
414573,6034521320010001,CANNA REPUBLIC,20191107,394,11463 RAINIER AVE S STE A,SEATTLE,0,17,No,F,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
414574,6033210770010002,PRC,20190518,394,18729 FIR ISLAND RD STE C,MOUNT VERNON,0,29,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414574,6033210770010002,PRC,20190518,394,18729 FIR ISLAND RD STE C,MOUNT VERNON,0,29,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414656,6033573300010001,PACIFIC CANNABIS COMPANY,20191018,394,625 N CALLOW AVE,BREMERTON,1,18,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414664,6033486380010001,SATORI,20191009,394,9301 N DIVISION ST STE B-C,SPOKANE,0,32,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414680,6034004860010002,PURPLE HAZE,20190418,394,4218 RUCKER AVE,EVERETT,5,31,No,F,55.00%,Croation/Brazilian,Multiracial,Multiracial,55%,Minority Owned,55%,Multiracial
414680,6034004860010002,PURPLE HAZE,20190418,394,4218 RUCKER AVE,EVERETT,5,31,No,M,45.00%,Caucasian,White,Multiracial,55%,Minority Owned,55%,Multiracial
414712,6033599480010001,THE WEED SHACK,20191220,394,2294 STATE ROUTE 109,HOQUIAM,0,14,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414712,6033599480010001,THE WEED SHACK,20191220,394,2294 STATE ROUTE 109,HOQUIAM,0,14,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414714,6033577780010001,EVERGREEN MARKET - AUBURN,20191107,394,402 16TH ST NE STE A-100,AUBURN,2,17,No,M,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414714,6033577780010001,EVERGREEN MARKET - AUBURN,20191107,394,402 16TH ST NE STE A-100,AUBURN,2,17,No,M,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414714,6033577780010001,EVERGREEN MARKET - AUBURN,20191107,394,402 16TH ST NE STE A-100,AUBURN,2,17,No,M,33.34%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414716,6033576000010002,THE TOP SHELF,20191219,394,1305 S HAYFORD RD STE A,AIRWAY HEIGHTS,1,32,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414731,6033584890010002,SEATTLE TONICS,20191024,394,12059 AURORA AVE N,SEATTLE,26,17,No,M,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
414733,6033585480010001,420 WEST,20191121,394,410 RONLEE LN NW A1,OLYMPIA,0,34,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414735,6021513210010001,MISTER BUDS,20190912,394,536 MARINE DR STE B,PORT ANGELES,2,5,No,F,50.00%,Chinese,Asian,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
414735,6021513210010001,MISTER BUDS,20190912,394,536 MARINE DR STE B,PORT ANGELES,2,5,No,M,50.00%,Caucasian,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
414749,6036006740010003,SKY HIGH POT SHOP,20190422,394,6167 PORTAL WAY,FERNDALE,4,37,No,M,1.00%,Asian,Asian,White,65%,Non-Minority Owned,65%,Non-Minority Owned
414749,6036006740010003,SKY HIGH POT SHOP,20190422,394,6167 PORTAL WAY,FERNDALE,4,37,No,M,34.00%,Asian,Asian,White,65%,Non-Minority Owned,65%,Non-Minority Owned
414749,6036006740010003,SKY HIGH POT SHOP,20190422,394,6167 PORTAL WAY,FERNDALE,4,37,No,M,65.00%,White,White,White,65%,Non-Minority Owned,65%,Non-Minority Owned
414750,6033505020010001,III KING COMPANY,20191019,394,12925 MARTIN LUTHER KINGJR WAY,SEATTLE,0,17,No,M,100.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
414755,6033599440010002,GREEN LIFE CANNABIS,20191010,394,3012 GS CENTER RD STE A,WENATCHEE,5,4,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414761,6003142880010001,GREEN HEAD CANNABIS,20190205,394,2815 ST. JOHNS ROAD   STE B,VANCOUVER,5,6,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414761,6003142880010001,GREEN HEAD CANNABIS,20190205,394,2815 ST. JOHNS ROAD   STE B,VANCOUVER,5,6,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414767,6013587260010004,CENTRALIA CANNABIS CONNECTION,20191213,394,1039 S GOLD ST,CENTRALIA,1,21,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414767,6013587260010004,CENTRALIA CANNABIS CONNECTION,20191213,394,1039 S GOLD ST,CENTRALIA,1,21,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414785,6042287530010001,MULTIVERSE HOLDINGS,20190216,394,14343 15TH AVE NE,SEATTLE,26,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414803,6036041410010001,FORBIDDEN CANNABIS LLC,20190406,394,2358 ELMWAY,OKANOGAN,6,24,No,F,10.00%,White,White,Asian,90%,Minority Owned,90%,Asian
414803,6036041410010001,FORBIDDEN CANNABIS LLC,20190406,394,2358 ELMWAY,OKANOGAN,6,24,No,M,10.00%,East Indian,Asian,Asian,90%,Minority Owned,90%,Asian
414803,6036041410010001,FORBIDDEN CANNABIS LLC,20190406,394,2358 ELMWAY,OKANOGAN,6,24,No,M,80.00%,East Indian ,Asian,Asian,90%,Minority Owned,90%,Asian
414812,6033507940010002,PAPER AND LEAF,20190907,394,8040 NE DAY RD W BLDG 3 STE 1,BAINBRIDGE ISLAND,4,18,No,M,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414812,6033507940010002,PAPER AND LEAF,20190907,394,8040 NE DAY RD W BLDG 3 STE 1,BAINBRIDGE ISLAND,4,18,No,M,37.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414812,6033507940010002,PAPER AND LEAF,20190907,394,8040 NE DAY RD W BLDG 3 STE 1,BAINBRIDGE ISLAND,4,18,No,M,37.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414814,6034501390010003,A GREENER TODAY MARIJUANA,20191018,394,16053 AURORA AVE N STE B,SHORELINE,37,17,No,F,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414817,6033524120010004,CINDER,20191101,394,1421 N MULLAN RD STE B,SPOKANE VALLEY,13,32,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414823,6033588730010001,LOCALS CANNA HOUSE,20191122,394,9616 E SPRAGUE AVE,SPOKANE VALLEY,13,32,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414829,6035990340010001,THE VAULT CANNABIS,20190228,394,9626 32ND ST SE,LAKE STEVENS,0,31,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414841,6033564060010002,EMERALD HAZE CANNABIS EMPORIUM,20191121,394,4033 NE SUNSET BLVD UNIT 5,RENTON,25,17,No,M,2.50%,African American,Black or African American,Black or African American,58%,Minority Owned,58%,Black or African American
414841,6033564060010002,EMERALD HAZE CANNABIS EMPORIUM,20191121,394,4033 NE SUNSET BLVD UNIT 5,RENTON,25,17,No,M,13.00%,African American,Black or African American,Black or African American,58%,Minority Owned,58%,Black or African American
414841,6033564060010002,EMERALD HAZE CANNABIS EMPORIUM,20191121,394,4033 NE SUNSET BLVD UNIT 5,RENTON,25,17,No,M,42.25%,White,White,Black or African American,58%,Minority Owned,58%,Black or African American
414841,6033564060010002,EMERALD HAZE CANNABIS EMPORIUM,20191121,394,4033 NE SUNSET BLVD UNIT 5,RENTON,25,17,No,M,42.25%,African American,Black or African American,Black or African American,58%,Minority Owned,58%,Black or African American
414864,6041405300010001,MARY JANES,20190525,394,1037 W MARINA DR,MOSES LAKE,9,13,No,M,100.00%,Hispanic,Hispanic/Latina/Latino,Hispanic/Latina/Latino,100%,Minority Owned,100%,Hispanic/Latina/Latino
414867,6033564790010001,ISSAQUAH CANNABIS COMPANY,20191011,394,230 NE JUNIPER ST STE#201,ISSAQUAH,14,17,Yes,Male,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414867,6033564790010001,ISSAQUAH CANNABIS COMPANY,20191011,394,230 NE JUNIPER ST STE#201,ISSAQUAH,14,17,Yes,Male,80.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414868,6033564790010002,THE WEST SEATTLE MARIJUANA COMPANY,20191011,394,10825 MYERS WAY S,SEATTLE,0,17,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414871,6033568870010002,TROVE MEDICAL AND RECREATIONAL,20191224,394,218 N SAMISH WAY STE 103,BELLINGHAM,1,37,No,M,10.00%,Chinese,Asian,Asian,55%,Minority Owned,55%,Asian
414871,6033568870010002,TROVE MEDICAL AND RECREATIONAL,20191224,394,218 N SAMISH WAY STE 103,BELLINGHAM,1,37,No,M,45.00%,Chinese,Asian,Asian,55%,Minority Owned,55%,Asian
414871,6033568870010002,TROVE MEDICAL AND RECREATIONAL,20191224,394,218 N SAMISH WAY STE 103,BELLINGHAM,1,37,No,M,45.00%,Caucasian,White,Asian,55%,Minority Owned,55%,Asian
414876,6033571610010001,MAIN STREET MARIJUANA,20191009,394,2314 MAIN ST,VANCOUVER,5,6,No,M,7.66%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414876,6033571610010001,MAIN STREET MARIJUANA,20191009,394,2314 MAIN ST,VANCOUVER,5,6,No,M,13.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414876,6033571610010001,MAIN STREET MARIJUANA,20191009,394,2314 MAIN ST,VANCOUVER,5,6,No,M,39.67%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414876,6033571610010001,MAIN STREET MARIJUANA,20191009,394,2314 MAIN ST,VANCOUVER,5,6,No,M,39.67%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414881,6033579990010001,LAWRENCE ENTERPRISES,20190202,394,322 DANIEL LN,FRIDAY HARBOR,0,28,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414884,6033581390010001,#HASHTAG,20191221,394,3540 STONE WAY N,SEATTLE,26,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414918,6035652670010002,GREEN LEAF,20191205,394,3435 BIRCH BAY LYNDEN RD,CUSTER,0,37,Yes,Male,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414918,6035652670010002,GREEN LEAF,20191205,394,3435 BIRCH BAY LYNDEN RD,CUSTER,0,37,Yes,Male,90.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414958,6033586820010001,THE GREEN SHELF,20181110,394,400 S. MAIN STREET,ELLENSBURG,2,19,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414959,6033587180010001,WESTERN BUD,20191218,394,11401 RAINIER AVE S,SEATTLE,0,17,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414963,6033590350010001,LUCID,20181127,394,4820 YELM HWY SE SUITE D,LACEY,2,34,No,M,52.00%,Asian/Pacific Islander,Multiracial,Multiracial,52%,Minority Owned,82%,Multiracial
414963,6033590350010001,LUCID,20181127,394,4820 YELM HWY SE SUITE D,LACEY,2,34,No,M,8.00%,White ,White,Multiracial,52%,Minority Owned,82%,Multiracial
414963,6033590350010001,LUCID,20181127,394,4820 YELM HWY SE SUITE D,LACEY,2,34,No,M,10.00%,Black,Black or African American,Multiracial,52%,Minority Owned,82%,Multiracial
414963,6033590350010001,LUCID,20181127,394,4820 YELM HWY SE SUITE D,LACEY,2,34,No,F,10.00%,White,White,Multiracial,52%,Minority Owned,82%,Multiracial
414963,6033590350010001,LUCID,20181127,394,4820 YELM HWY SE SUITE D,LACEY,2,34,No,M,20.00%,Black,Black or African American,Multiracial,52%,Minority Owned,82%,Multiracial
414970,6033592740010003,CANNABIS COUNTRY STORE,20181221,394,1910 W MAIN ST SUITE 101,BATTLE GROUND,1,6,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414983,6033520850010002,THE NOVEL TREE,20191101,394,1817 130TH AVE NE SUITE B & C,BELLEVUE,4,17,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414983,6033520850010002,THE NOVEL TREE,20191101,394,1817 130TH AVE NE SUITE B & C,BELLEVUE,4,17,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414995,6034044400010001,WE'RE JUST BUDS,20190507,394,1340 SE BISHOP BLVD STE A,PULLMAN,12,38,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
414996,6034139420010001,THE SLOW BURN,20190715,394,4278C W VAN GIESEN ST,WEST RICHLAND,5,3,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415001,6033581030010001,MILLER'S MARIJUANA,20191121,394,5675 STATE ROUTE 12 STE 1,ELMA,0,14,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415010,6033850920010001,URBAN BUD,20190117,394,112 S 24TH ST,TACOMA,17,27,No,M,15.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415010,6033850920010001,URBAN BUD,20190117,394,112 S 24TH ST,TACOMA,17,27,No,M,15.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415010,6033850920010001,URBAN BUD,20190117,394,112 S 24TH ST,TACOMA,17,27,No,M,15.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415010,6033850920010001,URBAN BUD,20190117,394,112 S 24TH ST,TACOMA,17,27,No,M,17.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415010,6033850920010001,URBAN BUD,20190117,394,112 S 24TH ST,TACOMA,17,27,No,M,17.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415010,6033850920010001,URBAN BUD,20190117,394,112 S 24TH ST,TACOMA,17,27,No,M,18.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415031,6033575180010001,FWEEDOM CANNABIS,20191120,394,21911 64TH AVE W   STE D,MOUNTLAKE TERRACE,13,31,No,F,5.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415031,6033575180010001,FWEEDOM CANNABIS,20191120,394,21911 64TH AVE W   STE D,MOUNTLAKE TERRACE,13,31,No,M,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415031,6033575180010001,FWEEDOM CANNABIS,20191120,394,21911 64TH AVE W   STE D,MOUNTLAKE TERRACE,13,31,No,M,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415031,6033575180010001,FWEEDOM CANNABIS,20191120,394,21911 64TH AVE W   STE D,MOUNTLAKE TERRACE,13,31,No,M,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415031,6033575180010001,FWEEDOM CANNABIS,20191120,394,21911 64TH AVE W   STE D,MOUNTLAKE TERRACE,13,31,No,M,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415045,6033578790010001,UNCLE ANDO'S WURLD OF WEED,20191113,394,1905 JOHNSON RD STE A,CENTRALIA,1,21,Yes,Male,5.00%,Greek,White,Multiracial,95%,Minority Owned,95%,Multiracial
415045,6033578790010001,UNCLE ANDO'S WURLD OF WEED,20191113,394,1905 JOHNSON RD STE A,CENTRALIA,1,21,Yes,Male,95.00%,Mixed,Multiracial,Multiracial,95%,Minority Owned,95%,Multiracial
415064,6033581770010002,EVERGREEN CANNABIS,20191224,394,922 PEACE PORTAL DR,BLAINE,2,37,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415083,6033585480010002,420 CARPENTER,20191121,394,422 CARPENTER RD STE 105,LACEY,0,34,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415094,6033587380010002,CASCADE HERB COMPANY,20191210,394,1240 E MAPLE ST STE 103,BELLINGHAM,1,37,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415112,6033593200010002,GREENLIGHT,20191213,394,10309 E TRENT AVE,MILLWOOD,7,32,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415112,6033593200010002,GREENLIGHT,20191213,394,10309 E TRENT AVE,MILLWOOD,7,32,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415115,6033594140010002,THEOREM,20191024,394,6323 NE BOTHEL WAY,KENMORE,38,17,No,M,40.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415115,6033594140010002,THEOREM,20191024,394,6323 NE BOTHEL WAY,KENMORE,38,17,No,F,60.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415124,6033596440010002,GROWERS OUTLET,20181122,394,613 MONTANA AVE STE 2,SOUTH BEND,4,25,No,F,2.25%,Blank,Unknown,White,84%,Non-Minority Owned,84%,Non-Minority Owned
415124,6033596440010002,GROWERS OUTLET,20181122,394,613 MONTANA AVE STE 2,SOUTH BEND,4,25,No,M,14.00%,Hispanic,Hispanic/Latina/Latino,White,84%,Non-Minority Owned,84%,Non-Minority Owned
415124,6033596440010002,GROWERS OUTLET,20181122,394,613 MONTANA AVE STE 2,SOUTH BEND,4,25,No,M,83.75%,White,White,White,84%,Non-Minority Owned,84%,Non-Minority Owned
415127,6041578100010001,BAYSHORE CANNABIS CO,20190802,394,3831 HIGHWAY 3,SHELTON,0,23,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415130,6033601220010003,GREEN LADY,20191221,394,3044 PACIFIC AVE SE STE B,OLYMPIA,3,34,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415130,6033601220010003,GREEN LADY,20191221,394,3044 PACIFIC AVE SE STE B,OLYMPIA,3,34,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415132,6034165070010001,ROYAL'S CANNABIS,20190621,394,7115 N DIVISION ST STE A,SPOKANE,10,32,No,F,40.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415132,6034165070010001,ROYAL'S CANNABIS,20190621,394,7115 N DIVISION ST STE A,SPOKANE,10,32,No,F,60.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415183,6035502430010001,"TJ'S CANNABIS BUDS, OILS, AND MORE",20190810,394,1428 OLYMPIC HWY S STE A,SHELTON,1,23,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415185,6033625930010001,THE SLOW BURN,20191226,394,304 W SEATTLE AVE STE F,MOXEE,5,39,Yes,Female,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415185,6033625930010001,THE SLOW BURN,20191226,394,305 W SEATTLE AVE STE F,MOXEE,5,39,Yes,Male,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415185,6033625930010001,THE SLOW BURN,20191226,394,306 W SEATTLE AVE STE F,MOXEE,5,39,Yes,Male,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415185,6033625930010001,THE SLOW BURN,20191226,394,307 W SEATTLE AVE STE F,MOXEE,5,39,Yes,Female,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
