(first) scrape,ID#,straindescription,Cannabinoid,Genetics,Intoxication,Look,Medical,Smell Flavor,Wellness,Commoditization
215,8050,"Master Yoda by Heavenly Buds --- 12.0%-18.0% THC 0%-1.0% CBD High you will be, uplifting and mental buzz you will have.",1,0,1,0,0,0,1,0
184,1227,Master Yoda by Heavenly Buds --- 18.0% THC 0.0% CBD High you will be with an uplifting mental buzz.,1,1,0,0,0,0,1,0
242,8726,"Mastodon Kush by Rock Garden --- 22.2% THC 0.1% CBD Mastodon Kush, despite producing a lot of buds, also produces quite a bit of fan leaves and frost-covered sugar leaves. For growers who like to make hash and butter this is great news, however for those who just like to harvest the buds with the least amount of trimming required, this is not such great news. It's recommended to allow some of the bottom branches to grow, as they will produce buds much larger than most strains. Mastodon Kush will thrive when cultivated in either a SCRoG or SoG environment, where the yield will go from slightly above average to heavy. These ladies like to be grown in soil, whether indoors or outdoors. Outdoors they will be ready for harvest by the end of September, while taking 8 or 9 weeks indoors. Most growers like to harvest around the 60-day mark, when growing inside. This strain isn't particularly sensitive to nutrient burn, but growers should always take caution when switch from veg to flower nutes or increasing the amount of nutrients.",1,0,0,1,0,0,0,0
101,1174,"Matanuska (Master Grown) --- (Only available in 2 grams) This strain smells like hot chocolate with fruit, the latter of which can dominate the taste. Matanuskas effects tend to come on slowly and then give a strong body buzz. It also goes by the less colorful name Matanuska Tundra, especially outside of the United States. Prices include tax.",0,0,1,0,0,1,0,0
127,3469,"Matanuska Thundar Fuck - 20% --- Since many marijuana strains hail from the tropics or specific breeding hubs, its no surprise that this Alaskan hybrids name celebrates its origins. Developed from strains grown in Matanuska Valleys grasslands, the flowers on these plants develop a frosting of icy white hairs that bring to mind its snowy homeland.This strain smells like hot chocolate with fruit, the latter of which can dominate the taste. Matanuskas effects come on slowly and then give a strong body buzz. It also goes by the less colorful name Matanuska Tundra, especially outside of the United States.",1,1,1,1,0,1,0,0
242,15211,"Matanuska Thunder Fuck Rso by RSO + GO --- 61.5% THC 0.9% CBD AKA Alaskan Thunder Fuck, North American Sativa x Russian Ruderalis x Afghani, No added terpenes",1,1,0,0,0,0,0,0
154,7208,Mataro Blue --- 4.72% THC | 8.65% CBD from Chipper Gardens,1,0,0,0,0,0,0,1
154,5222,Maui (Blue Roots) --- 18.3% THC + .17% CBD,1,0,0,0,0,0,0,1
184,1949,"Maui --- Maui is hand watered, hand trimmed, and packaged by hand to ensure the highest quality product for our customers. This strain is available in a variety of sizes 1g, 3.5g, 7g, 14g, and 28g. Our flower is offered in glass jars to retain optimum moisture content and provide the best overall experience.",0,0,0,0,0,0,0,0
215,10093,"Maui 89.45% by Om Shiv --- A sativa to make you feel like you are relaxing on a tropical island, Maui tends to be less uplifting than other sativas and cab also be head heavy. Maui delivers a slow cerebral sensation that becomes more prominent over time.",1,0,0,0,0,0,1,0
154,13119,Maui Diesel - Sunshine Farms --- Maui Wowie x Sour Diesel. Sweet Hawaiian fruit and diesel scent with a flavor profile to match. ,0,1,0,0,0,1,0,0
242,8562,"Maui Haze Wax by Black Label Cannabis --- 62.5% THC 0.0% CBD Unkown, Hybrid",1,0,0,0,0,0,0,1
242,10753,"Maui Haze by Iron Lung Enterprises --- 19.6% THC 0.1% CBD A creative high that makes you feel energized. It is a creeper that slowly and gradually affects your system, but its prominent Sativa high is quite long lasting. Taste fruity, spicy, earthy, sour, piney. As soon as it settles in your body, it produces an energetic and uplifting high. It does not make your mind foggy but helps you think clearly. Treats migraines and headaches, depression and anxiety, curing their stress and nervousness as well, types of pains along with insomnia, fatigue and loss of appetite.",1,0,1,0,1,1,1,0
184,13036,"Maui Haze by The Local --- Maui Haze is a 75/25 sativa-dominant strain with effects that can creep up on you. These dense, forest green buds may not initially attract you based on its strong, ammonia smell; however, this crystal-covered strain is praised for its uplifting, energetic effects that can relieve pain and other symptoms without bringing you down into a lazy state. 14.2%",1,0,0,1,1,1,1,0
184,13148,"Maui Mai Tai BHO Pull n Snap --- This cross of Maui Waui with Thai provides a nice sativa buzz for proper daytime consumption.

86.8% THC, from Honu",1,1,1,0,0,0,0,0
227,8423,"Maui Mango OG by Pono --- 27.4% THC 0.3% CBD 70/30 Indica. Mango X Afghani x KC 33. A strong Mango scent with a hint of diesel. Flavor has a mild tropical taste to it. Relaxed, euphoric, happy.",1,1,1,0,0,1,1,0
184,6799,Maui Skunk Cartridge 1g - Nectar --- 53.6% THC 0.0% CBD,1,0,0,0,0,0,0,1
242,11821,Maui Sunset **Kief** --- Testedat 22%,1,0,0,0,0,0,0,1
184,2643,Maui Sunset CO2 Tanker by Avitas --- 76.5% THC; Sativa CO2 1g Tanker,1,0,0,0,0,0,0,1
215,11374,Maui Sunset-Hi Guys --- Sativa-dominant hybrid by Hi Guys.,0,0,0,0,0,0,0,0
215,8730,"Maui Super Dawg (Hybrid) ---  Honu's Maui Super Dawg is a sativa dominant hybrid with uplifting, euphoric effects that inspire creativity while mitigiating stress and anxiety. With its lineage largely unknown, not much is known about Maui Super Dawg other than its ability to deliver when it comes to flavor and potency. With a tropical taste and breezy effects, this strain is ideal for daytime use. ",0,0,1,0,1,1,1,0
245,10590,Maui Super Dawg by Rootworx --- 25.0% THC Maui Super Dawg Simply Stoned 7g,1,0,0,0,0,0,0,1
154,6600,Maui Super Dawg by Rootworx --- 25.7% THC 1.9% CBD,1,0,0,0,0,0,0,1
215,9651,"Maui Waui - Shake --- Gown by Monkey Grass Farms at 25.3% THC in a 14 gram package for $40, tax included!",1,0,0,0,0,0,0,1
215,4431,"Maui Waui - Shake --- Grown by Monkey Grass Farms at 25% THC in a 14 gram package for $40, tax included. ",1,0,0,0,0,0,0,1
227,8297,"Maui Waui - Shake --- Grown by Monkey Grass Farms at 25.3% THC in a 14 gram package for $40, tax included.",1,0,0,0,0,0,0,1
215,14754,Maui Waui --- 21.4%-21.6% THC 0.0%-0.2% CBD Sativa 85/15 Maui Waui first appeared in the 1960s. Maui Waui will definitely leave you happy and energetic that boosts creativity. It provides a light and pleasant body numbing sensation.,1,0,0,0,0,0,1,0
184,13305,"Maui Waui --- Grown by Monkey Grass Farms at 29% THC in a 1 gram package for $13 or a 7 a gram package for $80. Purchase two 7 gram package for $150, tax included.",1,0,0,0,0,0,0,1
242,11155,Maui Waui --- Xtracted Labs Northwest Concentrates Sativa,0,0,0,0,0,0,0,0
227,11737,Maui Waui 1G Cartridge --- 69.0%-71.0% THC 0%-1.0% CBD,1,0,0,0,0,0,0,1
242,10066,"Maui Waui 1g Cartridge --- 70.6% THC 1.9% CBD Maui Wowie (not Maui Waui) is a classic sativa whose tropical flavors and stress-relieving qualities will float you straight to the shores of Hawaii where this strain was originally born and raised. Since its beginnings in the islands volcanic soil, Maui Wowie has spread across the world to bless us with its sweet pineapple flavors and high-energy euphoria. Lightweight sativa effects allow your mind to drift away to creative escapes, while Maui Wowies motivating, active effects may be all you need to get outside and enjoy the sun. This tall, lanky strain is best suited for cultivation in warm, tropical climates that mirror its homeland, but a bright environment and nutrient-rich soil are typically adequate for indoor growth. https://www.leafly.com/sativa/maui-wowie",1,1,1,0,0,1,1,0
215,8811,Maui Waui Cartridge --- Optimum Extracts CO2 Cartridge Sativa Blue Raspberry Cotton Candy Flavored 74.3%,1,0,0,0,0,1,0,0
227,11931,Maui Waui by Ionic --- 70.0% THC 4.6% CBD,1,0,0,0,0,0,0,1
242,11714,Maui Waui by Kush Valley --- 17.1% THC 0.0% CBD Maui Waui 7g,1,0,0,0,0,0,0,1
184,757,Maui Waui by Northwest Cannabis Solutions --- 76.7% THC 0.0% CBD NWCS Maui Waui Sugar Wax 1g,1,0,0,0,0,0,0,1
184,2792,"Maui Wowi --- Grown by Monkey Grass Farms at 29% THC in a 1 gram package for $13 or a 3.5 gram package for $45, tax included",1,0,0,0,0,0,0,1
154,13089,Maui Wowi --- Sativa from the Hawaiian strain with THC level of 27.0%,1,0,0,0,0,0,0,1
154,13998,Maui Wowie --- Sunshine and smiles! Maui Wowie is a great choice for elevating mood and chilling out! Beautiful frosty vibrant green buds can't wait to be smoked!,0,0,0,1,0,0,1,0
245,10222,Maui Wowie 1g Distillate Cart (Mfused) --- 84.1% THC 0.3% CBD Maui Wowie (not Maui Waui) is a classic sativa whose tropical flavors and stress-relieving qualities will float you straight to the shores of Hawaii where this strain was originally born and raised.,1,1,0,0,0,1,1,0
184,14280,"Maui Wowie 1g Wax Applicator --- 66.1% THC 6.1% CBD Maui Wowie (not Maui Waui) is a classic sativa whose tropical flavors and stress-relieving qualities will float you straight to the shores of Hawaii where this strain was originally born and raised. Since its beginnings in the islands volcanic soil, Maui Wowie has spread across the world to bless us with its sweet pineapple flavors and high-energy euphoria. Lightweight sativa effects allow your mind to drift away to creative escapes, while Maui Wowies motivating, active effects may be all you need to get outside and enjoy the sun. This tall, lanky strain is best suited for cultivation in warm, tropical climates that mirror its homeland, but a bright environment and nutrient-rich soil are typically adequate for indoor growth.  
https://www.leafly.com/sativa/maui-wowie",1,1,1,1,0,1,1,0
215,11005,Maui Wowie 3.5g --- TPB 24%,1,0,0,0,0,0,0,1
245,9533,Maui Wowie Cartridges by STICKY BUDZ --- 90.1% THC 0.4% CBD Maui Wowie 1g C-Cell,1,0,0,0,0,0,0,1
227,8583,Maui Wowie Live Resin - Optimum --- One gram of saucy Sativa live resin in classic Maui Wowie from Optimum Extracts.,0,0,0,0,0,0,0,0
215,13824,Maui Wowie Live Resin --- THCA 70.85% THC 0.87% CBD 0.01% Total 63.96% Terps 13.13%,1,0,0,0,0,1,0,1
242,9926,"Maui Wowie Oil by Seattle Pure Extracts --- 70.6% THC 0.1% CBD Maui Wowie (not Maui Waui) is a classic sativa whose tropical flavors and stress-relieving qualities will float you straight to the shores of Hawaii where this strain was originally born and raised. Since its beginnings in the islands volcanic soil, Maui Wowie has spread across the world to bless us with its sweet pineapple flavors and high-energy euphoria. Lightweight sativa effects allow your mind to drift away to creative escapes, while Maui Wowies motivating, active effects may be all you need to get outside and enjoy the sun. This tall, lanky strain is best suited for cultivation in warm, tropical climates that mirror its homeland, but a bright environment and nutrient-rich soil are typically adequate for indoor growth (Leafly.com).",1,1,1,1,0,1,1,0
227,9231,Maui Wowie PHO By 33 Washington --- Sativa THCA 73.33% THC 12.43% Total 76.74% ,1,0,0,0,0,0,0,1
227,8871,Maui Wowie by Fourdub --- 16.1% THC 0.2% CBD 7g Maui Wowie Sugar Leaf,1,0,0,0,0,0,0,1
127,6987,"Maui Wowie by Gensys One --- 19.5% THC 0.0% CBD
Awesome pineapple flavors",1,0,0,0,0,0,0,1
245,10467,Maui Wowie by Pure Funk --- 18.0% THC 0.0% CBD Lyric's Staff Favorite 0.99 CBGA,1,0,0,0,0,0,0,1
154,5633,Maui Wowie by Pure Funk --- 34.1% THC 0.6% CBD,1,0,0,0,0,0,0,1
101,14,"Mazar Kush - Sky High --- 5g Flower= $110       ""Mazar is warm, captivating Indica high with a sensual, spicy &amp; earthy smell. This legendary strain was raised in the far north of Afghanistan. Intense flavor of Afghani Hash with an old school potent high that wraps you in a warm happy embrace.""",0,1,1,0,0,1,0,0
215,5525,Mazar Kush ---  Indica by Winter Life. ,0,0,0,0,0,0,0,0
215,13249,"Mbg's Bubba Kush by Doctor &amp; Crook Co. --- 15.0%-19.0% THC 0.0% CBD Super sweet hashish flavor that truly relaxes you from head to toe. Super crystally and purple toned, this bud will make you dreamy &amp; delighted.",1,0,1,1,0,1,1,0
227,9941,"Mbg's Sunset Sherbert by Doctor & Crook --- 20.6% THC 0.0% CBD Warning: This product has intoxicating effects and may be habit forming. Marijuana can impair concentration, coordination, and judgment. Do not operate a vehicle or machinery under the influence of this drug. There maybe health risks associated with consumption of this products. Products may only be purchased or possessed by adults 21+. Keep out of reach of children",1,0,1,0,0,0,0,0
184,7302,Mc Berry by Cascadia Gardens --- 25.5%-29.5% THC 0%-2.0% CBD ,1,0,0,0,0,0,0,1
215,11149,Mc Og --- 75.0% THC 1.8% CBD,1,0,0,0,0,0,0,1
215,4886,"Mean Misty by Driftboat --- 16.1% THC 0.2% CBD Mean Misty is a fruity hybrid with quality mental and physical effects. Brought to life through the genetic cross of Secret Recipe and Blue Dream, Mean Misty emanates a strong berry aroma with earthy elements that speak to its OG heritage. This strain sits firmly between physical and mental effects, gaining an effervescent head rush from the Sour Diesel (in Secret Recipe) and the Haze (in Blue Dream) while garnering the mid-level relaxation of Abusive OG (in Secret Recipe) and Blueberry (in Blue Dream). This strain has been known to push upwards of 20% THC, so mind your dosage and enjoy with care.",1,1,0,0,0,1,1,0
154,7007,Mean Misty by WoW --- 73.6%-77.6% THC 0%-0.6% CBD,1,0,0,0,0,0,0,1
154,12364,Mean Purple Diesel Crumble - 1g - 710 Oil Reserve --- 80.5% THC 0.5% CBD,1,0,0,0,0,0,0,1
245,8518,"Medi Cheesequake Shatter by Rogue Raven --- 57.8% THC 23.2% CBD Cheese Quake by Subcool's The Dank is a 60/40 indica-dominant cross between Cheese and Querkle. A hint of grape is detectable, but its aroma is led by the funky sour aroma commonly associated with Cheese hybrids. Expect to feel tingy invigoration followed by uplifting body sensations to help you feel relaxed and carefree. (Leafly.com)",1,1,1,0,0,1,1,0
215,2578,"Medi Haze ---  Dream City Cannabis Medi Haze is a potent Sativa strain with a pungent, pine flavor that leaves users feeling happy, relaxed and uplifted. An excellent strain of choice for flower-enthusiast who often experience stress, pain and depression.  ",0,0,0,0,1,1,1,0
154,14415,Medi Haze CBD Distillate Tanker --- 41.70% CBD and 43.6% THC - Oleum - CBD Hybrid,1,0,0,0,0,0,0,1
245,9629,Medi Haze Sativa RSO CBD 1g by Discovery Garden --- 16.3% THC 35.6% CBD,1,0,0,0,0,0,0,1
215,10605,"Medi Haze by Dream City --- 3.0% THC 7.5% CBD MediHaze (or CBD Medi Haze) is an 80/20 sativa-dominant strain bred by CBD Crew that crosses genetics from Super Silver Haze, Nevilles Haze, and an undisclosed CBD-rich parent. Its THC to CBD ratio typically comes out 1:1, but some seeds will offer a doubled CBD content. THC and CBDs synergy provide relief to a variety of symptoms, some of which include pain, inflammation, and anxiety. Pine, mint, and spice aromas burst from MediHaze buds in a fragrant introduction to its clear-headed, uplifting effects. 
https://www.leafly.com/sativa/medihaze",1,1,0,0,1,1,1,0
242,8706,"Medi Haze by Dream City --- 4.1% THC 9.1% CBD MediHaze (or CBD Medi Haze) is an 80/20 sativa-dominant strain bred by CBD Crew that crosses genetics from Super Silver Haze, Nevilles Haze, and an undisclosed CBD-rich parent. Its THC to CBD ratio typically comes out 1:1, but some seeds will offer a doubled CBD content. THC and CBDs synergy provide relief to a variety of symptoms, some of which include pain, inflammation, and anxiety. Pine, mint, and spice aromas burst from MediHaze buds in a fragrant introduction to its clear-headed, uplifting effects.",1,1,0,0,1,1,1,0
215,3772,"Medi Haze by Dream City --- 4.1% THC 9.2% CBD MediHaze (or CBD Medi Haze) is an 80/20 sativa-dominant strain bred by CBD Crew that crosses genetics from Super Silver Haze, Nevilles Haze, and an undisclosed CBD-rich parent. Its THC to CBD ratio typically comes out 1:1, but some seeds will offer a doubled CBD content. THC and CBDs synergy provide relief to a variety of symptoms, some of which include pain, inflammation, and anxiety. Pine, mint, and spice aromas burst from MediHaze buds in a fragrant introduction to its clear-headed, uplifting effects. 
https://www.leafly.com/sativa/medihaze",1,1,0,0,1,1,1,0
154,14170,"MediHaze --- high CBD strain from Dream City, with 8.5% CBD and 4% THC",1,0,0,0,0,0,0,1
127,445,Medical Mass - Uncle Ricos --- Also available in 1g for 8. A 21.1% THC Hybrid from Uncle Ricos with 2.0% CBD,1,0,0,0,0,0,0,1
227,10717,Medicated Og Oil by Seattle Pure Extracts --- 75.8% THC 1.3% CBD Medicated OG Oil 1g,1,0,0,0,0,0,0,1
215,7060,Medicine Man by Doc Croc --- 75.0% THC 1.6% CBD,1,0,0,0,0,0,0,1
215,11453,Medieval Diesel by Knights Hemplar --- 2 half gram pre-rolls,0,0,0,0,0,0,0,0
184,867,"Medusa - 16% --- Medusa mixes smooth, sweet flavors with an earthy aroma of fresh blueberries to create a compelling hybrid. Using their strain Misty, Nirvana Seeds has developed a strong mix of sedating body effects with balanced and clear cerebral activity.",1,1,0,0,0,1,1,0
215,2935,"Medusa ---  Medusa may have turned people to stone with her ugliness, but in the case of Knights Hemplar's Medusa, these gorgeous flowers, bud appeal, and potency are what leave users stoned. Knights Hemplar is pleased to offer this Hybrid with a sweet tea and berry flavor. The effects of Medusa leave users in a relaxed trance, couch locking them into statuesque euphoria. ",0,0,1,1,0,1,1,0
227,9999,"Medusa --- <p>Medusa may have turned people to stone with her ugliness, but in the case of Knights Hemplar's Medusa, these gorgeous flowers, bud appeal, and potency are what leave users stoned. Knights Hemplar is pleased to offer this Hybrid with a sweet tea and berry flavor. The effects of Medusa leave users in a relaxed trance, couch locking them into statuesque euphoria.</p>",0,0,1,1,0,1,1,0
227,7957,MegaFauna 15 Live Resin - Cascadia Gardens --- One gram of Live Resin extracted from MegaFauna 15. Live Resin is an extraction that uses cannabis flowers fresh off the plant for the ultimate terpenes and flavor. Grown and extracted by Cascadia Gardens. Total THC 94.4% Total CBD 0% Total terpenes 5.69% Myrcene 2.19% Caryophyllene 1.42% Terpinolene .68% Limonene .57%,1,0,0,0,0,1,0,0
101,5378,Melon Gum --- Total 23.01%,1,0,0,0,0,0,0,1
184,4286,Memory Loss - Jackpot Seaweed --- This is one Sativa strain you won't soon forget. Testing at 20.96% total THC,1,0,0,0,0,0,0,0
154,7394,Memory Loss --- By:Liberty Reach,0,0,0,0,0,0,0,0
242,8956,"Memory Loss RSO Blue Tanker Rso by RSO+GO --- 62.1% THC 2.0% CBD Amnesia Haze x Face Off OG, Sativa, Added terpenes",1,1,0,0,0,1,0,0
227,10159,Memory Loss Tanker Tankers by RSO+GO --- 68.2% THC 0.0% CBD Amnesia Haze x Face Off OG; Sativa Hybrid,1,1,0,0,0,0,0,0
227,9283,"Memory Loss Wax Wax by Black Label Cannabis --- 73.0% THC 3.6% CBD Amnesia Haze x Face Off OG, Sativa",1,1,0,0,0,0,0,0
227,8579,"Memory Loss Wax by Red Label Cannabis --- 70.2% THC 0.1% CBD Amnesia Haze x Face Off OG, Sativa Hybrid",1,1,0,0,0,0,0,0
184,649,Memory Loss by Jackpot Seaweed --- 18.7% THC 0.0% CBD LR Memory Loss 3.5g,1,0,0,0,0,0,0,1
242,10151,"Memory Loss by Liberty Reach --- 25.4% THC 0.0% CBD Memory Loss is a fast-finishing 70% sativa hybrid from Archive Seed Bank that smells very much like a Dutch Haze, with a strong, peppery incense odor and undertones of bubblegum and fruit. This cross of Amnesia Haze and a Face Off OG male produces large, easy to grow plants and heavy yields. Memory Loss is named for its mind-warping high that can leave users in a disoriented and forgetful mental state.",1,1,1,0,0,1,0,0
215,14265,Mendo Afgoo by Golden Tree Productions --- 27.0% THC 0.1% CBD Mendo Afgoo 1g,1,0,0,0,0,0,0,1
154,3933,"Mendo Blue Dream by Sunshine Farms --- 23.6% THC 0.0% CBD A Blue Dream phenotype originating from Mendocino county, this cut boasts extremely long, deeply orange pistils and a furry layer of light trichomes.",1,1,0,1,0,0,0,0
154,12347,"Mendo Breath --- Produced by Kush Valley. 69.27% THC

OGKB x Mendo Montage",1,1,0,0,0,0,0,0
215,2073,Mendo Breath 20.3% by Curious Crow ---  Mendo Breath is an interesting mix of OGKB and Mendo Montage. This thumper can pivot your entire days plans with its powerful body high. ,1,1,1,0,0,0,0,0
227,11484,"Mendo Breath BB by Liberty Reach --- OGKB x Mendo Montage, Indica",0,1,0,0,0,0,0,0
242,10339,Mendo Breath Wax by Kush Valley --- 69.6% THC 0.0% CBD Mendo Breath 1g,1,0,0,0,0,0,0,1
242,9238,Mendo Breath by El Ella --- 24.1% THC 0.0% CBD Ghost OG X Mendocino Purps,1,1,0,0,0,0,0,0
227,9158,"Mendo Breath by Jackpot Seaweed --- 16.8% THC 0.0% CBD OG Kush Breath x Mendo Montage, Indica",1,1,0,0,0,0,0,0
242,13365,"Mendo Breath by Khush Kush --- 20.0%-28.0% THC A mellow, long-lasting high that can lull you to sleep by the time it wears off.",1,0,1,0,0,0,1,0
242,9110,"Mendo Breath by Khush Kush --- 21.0%-29.0% THC A mellow, long-lasting high that can lull you to sleep by the time it wears off.",1,0,1,0,0,0,1,0
245,9043,"Mendo Breath by Khush Kush --- 25.0%-33.0% THC A mellow, long-lasting high that can lull you to sleep by the time it wears off.",1,0,1,0,0,0,1,0
184,12461,Mendo Diesel X Pineapple Kush by Cannasol --- 31.2% THC 0.0% CBD ,1,0,0,0,0,0,0,1
215,1688,Mendo Mountain Purps Hash by Green Barn Farms --- 30.1% THC 0.5% CBD ,1,0,0,0,0,0,0,1
184,7073,Mendocino Madness by Walden --- 15.9%-19.9% THC 0%-0.5% CBD ,1,0,0,0,0,0,0,1
215,10039,"Mendocino Madness by Walden --- 16.1%-20.1% THC 0.4% CBD A multitude of flavors from fruity to spicy, this strain can make you feel euphoric and creative.",1,0,1,0,0,1,1,0
242,11522,Mendocino Purp by Giant --- 12.600000000000001%-22.6% THC 0%-1.0% CBD,1,0,0,0,0,0,0,1
227,10734,"Mendocino Purple #2 Wax by Sticky Frog --- 73.5% THC 0.8% CBD North American Indica x unknown, Hybrid",1,1,0,0,0,0,0,0
215,12195,Mendocino Purple #2 by Phat Panda --- 23.2% THC 0.9% CBD,1,0,0,0,0,0,0,1
242,15090,"Mendocino Purple - Phat Panda --- This is a indica-dominant hybrid. The high is relaxed a happy, with a strong dose of euphoria.",0,0,1,0,0,0,1,0
215,14930,Mendocino Purple Wax by Regulator --- 69.3% THC 1.4% CBD Five grams for $75 Mix and match regulator,1,0,0,0,0,0,0,1
184,13955,"Mendocino Purple by Phat Panda --- 18.6% THCA, 0.19% CBD; 19.2% total cannabinoids",1,0,0,0,0,0,0,1
242,11545,Mendocino Purps by Klaritie Farms --- 14.8%-20.8% THC,1,0,0,0,0,0,0,1
245,10268,Mental Glue Wax by Northwest Concentrates --- 66.0% THC 0.0% CBD Mental Glue Wax by Northwest Concentrates.,1,0,0,0,0,0,0,1
227,8912,"Metal Haze by EXO --- 17.9% THC 0.2% CBDWarning: This product has intoxicating effects and may be habit forming. Marijuana can impair concentration, coordination, and judgment. Do not operate a vehicle or machinery under the influence of this drug. There maybe health risks associated with consumption of this products. Products may only be purchased or possessed by adults 21+. Keep out of reach of children",1,0,1,0,0,0,0,0
242,13474,"Mexi-Candy by Skagit Organics --- 24.9% THC 0.1% CBD Mexican Sativa is a 70/30 sativa-dominant hybrid that offers an uplifting, clear-headed buzz alongside a fresh sandalwood aroma. To reduce the plant's flowering time, Sensi Seeds breeders crossed a cultivar from the southern province of Oaxaca with the hardy African sativa Durban Poison and a fast-flowering Pakistani indica. https://www.leafly.com/sativa/mexican-sativa",1,1,1,0,0,1,1,0
227,13872,Mfused Wax Dj Short Blueberry --- Indica Total Cannabinoids: 60.88% THC: 1.37% THCA: 67.86% TotalCBD: 0% Total THC: 60.88%,1,0,0,0,0,0,0,1
227,14251,Mfused Wax Purple Pie --- Inidica Total Cannabinoids: 73.71% THC: 10.16% THCA: 70.01% CBD: 0.01% CBDA: 0.001% Total CBD: 0.01% Total THC: 71.55%,1,0,0,0,0,0,0,1
154,12738,Mickey Kush --- 75% Sativa dominant strain with a THC of 84.1%,1,0,0,0,0,0,0,1
227,10175,"Mickey Kush --- Indica 60/40 Mickey Kush delivers a still mind, and a warming full-body buzz, making it a great choice for letting go of a long day or just relaxing with friends.",0,0,1,0,0,0,1,0
101,14883,"Mickey Kush --- Very heavy cerebral buzz from this sweet tasting Sativa-dominant hybrid produced by Avitas Farms.
25% THC",1,0,1,0,0,1,0,0
215,11467,Mickey Kush Blueberry by Golden Tree Productions --- Mickey Kush Blueberry 3.5g,0,0,0,0,0,0,0,0
215,8221,"Mickey Kush Shatter by Doc Croc --- 74.68% THC, .19% CBD; 85.58% total cannabinoids",1,0,0,0,0,0,0,1
242,8923,"Middle Fork by SUGARLEAF --- 24.3% THC 0.3% CBD Originally bred in Washington state between the fork of two rivers, this bright and tangy hybrid is a major hit for those seeking euphoric highs and relaxation. Possessing delicious qualities from its flavorful parents, DJ Short Blueberry and Dutch Treat, this Indica dominant strain tastes of juicy berries with a slight aftertaste of eucalyptus. A cerebral, creative, active high is inspired by this aromatic strain and proves to be a best bet for smoking on the go.https://www.massroots.com/strains/middle-fork/",1,1,1,0,0,1,1,0
127,12310,"Middlefork --- 21.9% THC - Walden - Middlefork is a hybrid strain that unites two flavorful parents, DJ Short Blueberry and Dutch Treat. Bred in Washington state between the fork of two rivers. Creativity and energy are ushered in by sweet berry and tangy citrus notes inherited from the strains Blueberry and Dutch Treat parents.",1,1,0,0,0,1,1,0
227,10574,"Middlefork / Sky Standard Gardens --- ""Middlefork is a sativa-dominant hybrid strain bred from Dutch Treat. Created in Washington state just outside the city of Bellingham, Middlefork has become a local staple known for its potent relief of anxiety, pain, spasms, and nausea. Creativity and energy are ushered in by sweet berry and tangy citrus notes inherited from the strains Dutch Treat parent."" https://www.leafly.com/hybrid/middlefork",0,1,0,0,1,1,1,0
215,6241,Middlefork Honey Crystal by Oleum - 1g --- 81.1% THC 0.4% CBD ,1,0,0,0,0,0,0,1
184,14296,"Middlefork by Royal Tree --- Hybrid by Royal Tree; 26.4% THC, 0.2% CBD",1,0,0,0,0,0,0,1
242,10518,"Middlefork by Royal Tree Gardens --- 16.0%-20.0% THC A creeper strain, the best balance of euphoria and body high.",1,0,1,0,0,0,0,0
215,7857,Middlefork by Royal Tree Gardens --- 21.3%-25.3% THC 0.3% CBD  Creativity and energy are ushered in by sweet berry and tangy citrus notes inherited from the strains Blueberry and Dutch Treat parents.,1,1,0,0,0,1,1,0
245,7977,"Middlefork by Sugarleaf Farm --- 24.4% THC 0.0% CBD DJ Short Blueberry ~ Dutch Treat: Middlefork has a high that takes hold quickly in the form of a bracing headrush. Users of this amazing strain may find themselves suddenly more alert and tuned-in to their surroundings. Middlefork confers feelings of warmth and euphoria, leaving a smile on the users heavy, happy face.",1,1,1,0,0,0,1,0
245,9735,"Middlefork by Sugarleaf Farm --- 26.2% THC 2.8% CBD DJ Short Blueberry ~ Dutch Treat: Middlefork has a high that takes hold quickly in the form of a bracing headrush. Users of this amazing strain may find themselves suddenly more alert and tuned-in to their surroundings. Middlefork confers feelings of warmth and euphoria, leaving a smile on the users heavy, happy face.",1,0,1,0,0,0,1,0
227,8108,"Midnight Rambler Wax by Raven Grass --- 33.5% THC 22.9% CBD Our line of Pure Cannabis Concentrates reflects the same commitment to safe, organically produced, high quality products youve come to expect from Raven. Pure Cannabis Concentrates are extracted using &gt;99% pure CO2 + 100% Raven Grass. Thats it. No secondary solvents, no additional fillers. This concentrate is created using a cross ofBlackberry Kush and AC/DC.",1,1,0,0,0,0,1,0
242,12280,Midnight Wax by Tikun --- 32.0% THC 29.0% CBD,1,0,0,0,0,0,0,1
101,421,"Midnite Blue OG --- 100% Indica from Happy Crowd. Sold by weight, Starts at $10 per gram. Great to stop your mind so you can relax for the evening. ",0,0,0,0,0,0,1,0
215,11677,Millennium Green - Blue Dream CBD --- 5.6% THC 8.7% CBD,1,0,0,0,0,0,0,1
227,11609,Millennium Marijuana - Headband Wax (1g) --- 84.0% THC 1.3% CBD,1,0,0,0,0,0,0,1
227,8052,"Mimosa - Lucky Devil Reserve --- A cross of Clementine and Purple Punch, with flavors of both parents. From Lucky Devil's private reserve line. Testing at 31.57%",1,1,0,0,0,0,0,0
242,10802,Mimosa Wax by Exotikz --- 77.4%-81.4% THC 0.7% CBD,1,0,0,0,0,0,0,1
242,11225,Mimosa by Black Label --- 25.9% THC 0.1% CBD Mimosa Black Label 1g,1,0,0,0,0,0,0,1
